pca_1,pca_2,pca_3,pca_4
-272.5237974484153,-57.79465558018283,-6.786970931677782,-15.121028379308223
-2.528141937187476,-66.92264650062874,-7.051242001455648,-16.556657969652658
-101.54753390135224,-63.23468283163994,-6.671483662762747,-11.321277318369802
-1.887119595268804,-63.92294341239226,-4.549517582591584,25.18658630557989
-94.14448949141413,-63.92267384960121,-7.0418523539818025,-17.391272494604465
-418.9404229401062,-52.83932030485833,-6.64034419173748,-14.26756794302259
-0.1924138144516511,-67.07815278613978,-7.117236293140466,-17.5960307148893
-459.97356383230766,-51.716968926344755,-6.820898496846821,-17.725144320386427
-2.451991262369828,-66.56698550839586,-6.7556195897533895,-11.598869524789253
-447.99724719543264,-52.201794326673664,-6.898064147726461,-18.872947899648427
140.16152924490447,-70.96178073609035,-6.539507369968069,-6.441222684969166
-259.54093250079,-57.80861985056736,-6.447828145483696,-9.322840872278958
-402.0130587592665,-53.708994187489814,-6.903055989434183,-18.45910961927496
-2.5133365101319245,-66.85321266919979,-6.9922515697329874,-15.565752326482885
-483.0318832035543,-52.35393701303772,-7.487498677406488,-19.295366649327267
-483.031943645478,-52.35419617639011,-7.488395236434048,-19.30187518243402
-2.4980791063372187,-66.7817938623207,-6.932626900631684,-14.571667952664669
-452.9934499619288,-52.02950935702721,-6.891613554746562,-18.81143298654606
-322.05181618847064,-56.38366747284424,-6.9574496209930885,-18.479808180746964
-2.6201591839583798,-67.3539502981811,-7.410471278279028,-22.52854188889977
-481.9893848435543,-51.10601078677014,-6.909226253448262,-19.43569811245584
-481.98953758705096,-51.10645758183965,-6.910077057992472,-19.438803347975842
-378.01332566083914,-54.4614235207725,-6.880845562333237,-17.781619297755622
-313.0269609696388,-56.548120835414544,-6.850934163178519,-16.60736774196436
-81.35283569991186,-64.36041096194401,-7.0589781040430575,-17.54951334174005
224.23268401302752,-74.42456337912535,-7.137425722822312,-15.467380389462972
-483.03189361459056,-52.35442878159512,-7.4887022421246465,-19.300999484657773
-481.98915754391226,-51.10505860917807,-6.909759403595136,-19.436040493477094
419.66205927771324,-80.84873462523133,-7.175281605355687,-13.96239327433441
-481.9895358988217,-51.10641663054489,-6.910076527934147,-19.43878883685638
-481.9891947776172,-51.105702845633715,-6.908960099345862,-19.433219090494013
-2.375220062084302,-66.20943280766771,-6.457738829382168,-6.624598803072151
-439.00312480244787,-52.51022002212564,-6.911243632053405,-18.989093724815774
-2.5586788828496267,-67.06684845132696,-7.171843941422495,-18.549891173475142
-347.0497686964528,-55.596362362476704,-6.982342590933992,-19.16074660657487
-2.4366480957188834,-66.4947124227743,-6.693083758125813,-10.589332045369764
-406.0255107665437,-53.64329752536739,-6.958122078667139,-19.406787026617515
-481.98943899472505,-51.10520358384007,-6.908440253235795,-19.434116784651767
-481.98943144165145,-51.10520473140978,-6.908524231009803,-19.434184639293157
-274.0386546235353,-57.8174635413599,-6.847046517746136,-16.109509977552538
-212.12568460125058,-60.15722841367935,-7.1121681232665095,-19.86999294627961
-442.4398335710395,-52.10418196094356,-6.6666743831060895,-14.964121007291984
-481.9893259999937,-51.1048540851182,-6.908012119863254,-19.42960673791821
-481.98942975342203,-51.10516378011501,-6.9085237009514815,-19.4341701281737
-331.9988893674215,-55.82413341056285,-6.762854816090094,-15.36400547152172
-344.05194548202684,-55.69838673238492,-6.984782029577037,-19.192971242378288
-144.6257196039847,-62.261082987238474,-7.030409102816058,-17.746230645494432
-2.3908208344985367,-66.2802227389014,-6.515818558287489,-7.615399678066804
-481.9893676336928,-51.10460215183547,-6.907788826917512,-19.43054303477613
-430.00922309329763,-52.818333397776954,-6.922567239491412,-19.098328803957013
167.0057190186924,-72.53133071627974,-7.114859408328125,-15.733980994520016
-2.2692849838636904,-65.71072834295525,-6.0392916127871255,0.3361771788668287
-448.9964139003306,-52.166279039020125,-6.895649296466098,-18.85779843837253
1083.5307172462826,-104.50981747274605,-8.829731187252527,-34.295321255167785
-377.01450604870377,-54.49495237578304,-6.879054651153727,-17.78464581999314
-431.9316116456475,-52.39258879238097,-6.620513617105594,-14.110991838172119
162.00496409358533,-72.14402711395647,-6.9290143931580035,-12.686256671925516
-67.19275051871497,-64.99027595049837,-7.198804173882496,-19.71816346738861
-454.99197982686684,-51.96017571171958,-6.889825365264041,-18.791033256202763
-267.0125287142805,-57.91118658387542,-6.732102037758347,-14.195776097379339
-319.93079621743044,-55.87909173441815,-6.482157387071267,-10.549927051458884
-368.0511804944485,-54.9474684206598,-7.011042805240046,-19.884180122322253
-229.11419007823312,-59.57449578607358,-7.0895097384022865,-19.659457102082666
-481.94373063560954,-50.891496119658576,-6.729966675973853,-16.452343264504133
-481.98937893280174,-51.105299824436344,-6.909079019701317,-19.436316280345302
-1.0828376471379682,-33.01744090537859,80.95088257669791,-4.19330700773034
-2.497935979762079,-66.78108399318731,-6.932747661065977,-14.574724645012306
-2.360749676852592,-66.13888331094276,-6.396000615217136,-5.624795592875388
94.77431371532556,-70.1929618109823,-7.129859028091241,-16.795480941724726
-386.94696304310776,-53.86706875290484,-6.627222326535352,-13.682105398917649
-180.6159238780119,-61.09660119071876,-7.042681432981535,-18.299032801842
-239.0766171927519,-59.08762338041127,-6.955729468469781,-17.54075087775227
-346.5350122056717,-55.541322493421625,-6.921283564284309,-18.164158076332672
-1.5473611617842702,-40.44327300748588,63.19911970996377,-18.63985805059929
-440.98643847750463,-52.36948138757454,-6.848466010986295,-17.969197646928464
-189.13402212213262,-60.442924403275754,-6.727745844314628,-13.199892660368262
-481.98932135926424,-51.105272063578646,-6.9096322182178485,-19.438404388039068
-2.5437198541696744,-66.99562917851894,-7.111376895724838,-17.554051165264973
-2.528005336068814,-66.9239526262656,-7.0553135067431105,-16.57431947325826
-468.9674941702848,-51.408261279548384,-6.8070923749293675,-17.604978015084548
-260.1236092594799,-58.653163670294994,-7.163765989722324,-21.249466860457584
-483.0320851797316,-52.354883788453094,-7.488273952810227,-19.29880452493517
-2.5893353380040405,-67.21015424331392,-7.291915556601733,-20.542706357487862
-2.58940274908376,-67.21008383517804,-7.291390571245347,-20.53906736328027
-2.543312410919337,-66.99551792195216,-7.113327596300727,-17.560035629666494
-456.9758479989511,-51.822082092629536,-6.826692018855003,-17.771001063186517
-440.01595312268165,-52.52568381711985,-6.921588258659414,-18.968207572339033
-483.0317310233538,-52.3545912067906,-7.490365018024176,-19.30735087445581
-209.55080127101704,-59.88603078832527,-6.820354395385537,-14.941711365050885
-481.9894518837237,-51.10583286457594,-6.909396034953043,-19.436742281153897
369.8064439881816,-73.06744105932047,10.156497219265658,-22.818459882674087
297.515252791262,-77.73252259250663,-7.895037332040838,-27.322156778549427
555.341322081229,-86.58575678201366,-8.258872605786722,-30.580230643781587
90.67006362125315,-70.55674945907033,-7.542868546784999,-23.71060326531126
-2.2535572887065576,-65.63775285690703,-5.979842020192812,1.3279455119376224
-2.513014636098424,-66.85184294609489,-6.99138093658127,-15.560907033363874
-2.3755968663438884,-66.2082274746119,-6.45407281086486,-6.611950932999093
-481.9894665153335,-51.106427011370236,-6.910600924817013,-19.442411394283038
-465.95397882349647,-51.44009913015264,-6.754126192666117,-16.657850877034154
132.8706321169482,-70.9265792519181,-6.707993846863847,-9.330837592615305
-220.29352188518482,-59.516843471497296,-6.802139233387367,-14.790539849268198
-2.360564465407944,-66.13779865669078,-6.395169383367922,-5.619733339970564
-481.9894118942961,-51.10594032075732,-6.9095334949206295,-19.43568734073652
-364.4923545500913,-54.78052597994091,-6.776779046763872,-15.951078817272663
-481.98942975342203,-51.10516378011501,-6.9085237009514815,-19.4341701281737
-481.9895350547071,-51.10639615489751,-6.910076262904982,-19.43878158129665
-2.3297876449580097,-65.99452049688873,-6.277318667074263,-3.6390302655427695
-15.227876288077901,-66.77539981712229,-7.273125005296242,-20.380010431489374
-2.3300935214471616,-65.99547161178849,-6.2766240003414335,-3.6366696328589008
-352.9083697949376,-54.746145646053684,-6.435862514405887,-10.132831968635818
-418.970937112688,-52.982138016412364,-6.759593352313473,-16.255731661210294
-357.0127432740332,-55.1099729349156,-6.847433416069454,-17.04068815864722
-2.5126736830185954,-66.85219228554024,-6.993981570898009,-15.570423869986351
-2.3757557387712818,-66.2110859222242,-6.459516719752753,-6.635045391158035
-2.4215237724055956,-66.42427035710861,-6.634758894858654,-9.602311968392405
-426.99599060020006,-52.849915744854925,-6.867193470075869,-18.142242072362873
-481.9893710101512,-51.104684054425,-6.907789887034157,-19.430572057015034
183.65344595319598,-73.53320679964864,-7.496444728368925,-21.90802555236712
-481.9895350547071,-51.10639615489751,-6.910076262904982,-19.43878158129665
-318.77285647106004,-56.350468755777214,-6.843801159216618,-16.537403970892647
-197.6868016412436,-59.7183000971012,-6.359708405681079,-7.134417323084303
-483.0323334742958,-52.35534608052136,-7.487292199950111,-19.29451420195906
-483.0317998435456,-52.353479837142906,-7.486123475979398,-19.28863885638062
-222.05812539742283,-59.52932879984869,-6.859859204391703,-15.767289906419101
-2.2512140087165298,-57.2518475519552,19.410793423220795,-23.734352483687587
445.12561805087233,-81.57527078002954,-7.088822857512816,-12.273143413854658
-481.97399732939346,-51.03228923548184,-6.848308330909762,-18.42843328864713
-439.9868813568905,-52.40198459108832,-6.848310471895126,-17.963599560371303
-2.3447141934138758,-66.06456920809346,-6.337931288587867,-4.627740400893255
-1.1854127733322952,-60.635272640202245,-1.803824156633792,70.93285654618397
-2.162927590503898,-65.9936207011454,-5.931511402096164,-14.544838429576433
-438.9576110196792,-52.29662689944061,-6.734165995364625,-16.01157631311526
-348.54901336787213,-55.545117058618594,-6.98125932313048,-19.142589308664512
-2.4667637271371423,-66.63648449700044,-6.81323720285391,-12.571203475804555
-432.0080714684977,-52.753752946129744,-6.928667783617468,-19.104855901246406
-2.146566022949232,-65.13645022203538,-5.560819033148574,8.304526807437101
-283.9547947990237,-57.113391824162356,-6.533346515503781,-10.995192975146015
-466.9692940836744,-51.481053111395426,-6.817593606498282,-17.661760839372576
-458.94366462678187,-51.606925967382395,-6.701034304883923,-15.73065568449699
-467.95299429740885,-51.37000151333766,-6.748035153811671,-16.610748179159316
-462.98731077959707,-51.689002091617525,-6.8817670315901855,-18.701814333614568
-379.43635850016943,-54.05056805859176,-6.576463724373728,-12.7677592144125
1853.6640615339886,-130.23691359616123,-9.32350991042653,-34.0904807773862
1400.5154593326058,-114.45959239116476,-8.503439493825423,-25.37400964045502
-349.95658907603996,-55.063851153432616,-6.61823301432363,-13.140451831572811
-4.189613197397821,-66.93812598610005,-7.109047872181362,-17.523489214583
497.82882695188795,-83.67478467277219,-7.4043005693486545,-16.927628376300007
12.703657644749546,360.3757008100456,1132.7642659317419,-97.33615333148201
270.59510397982893,-76.5187800741145,-7.618195212720692,-22.99192767342675
-2.2081810458990967,-65.42335995731185,-5.7990912165442134,4.328468611964922
328.66277004939906,-78.0082722549804,-7.284683360316253,-16.77453845086066
4703.272244940119,-227.95705567113552,-13.244692479080305,-68.20352351550049
-483.0316722179736,-52.35121994632872,-7.484831028604857,-19.275480087410475
-424.9663505319097,-52.774168247834396,-6.750334306605572,-16.16480711604218
-473.97911464358816,-51.306602828012075,-6.86079031141612,-18.531415249942125
362.3631892964441,-76.93383822941526,-5.480318963849908,13.632633978852672
-294.0246897866988,-57.12728429159378,-6.816098444275948,-15.850968085004276
-481.9891250998542,-51.10467781892636,-6.910136625141554,-19.42837318167473
-2.5434111587255317,-66.99315839278582,-7.109486244464289,-17.535329887958476
-84.81408176205274,-62.65728876715464,-5.744241966353163,4.3708176681787805
-1.6867366227877991,-63.08187166404824,-3.8026355814463386,35.52014266770101
-2.374798629504315,-66.20825141600804,-6.4586107415626435,-6.61974510288054
-407.9786500536069,-53.361715042371856,-6.779138126329553,-16.408114548269328
1076.773056834398,-103.62841101566514,-8.282139789614973,-25.243863535008806
-245.57240865900712,-58.8630573148791,-6.944780659068433,-17.445932858213066
-481.9890152982852,-51.103664637920275,-6.90752773221684,-19.417510725331816
-406.4794684706919,-53.41207140190182,-6.78076442998854,-16.425136181058754
-329.07663185318785,-56.28339435585034,-7.067433626067697,-20.370890413010805
3174.303765404495,-175.44900641629715,-11.081178146915796,-48.84910056651575
679.788061362818,-90.71479987494513,-8.316621408082144,-30.162202020508513
74.70868157188518,-67.9911212581041,-5.8482376281078965,4.350498208450712
-440.9864540003157,-52.36849001307435,-6.847000326398886,-17.95368275369473
-1.237379481539036,-64.73510864967668,-3.503118293911033,-40.01008087359712
-412.70955603739753,-53.12392447769177,-6.7098954731962275,-15.335471494942949
-80.15335610375595,-64.39982485124932,-7.059659102184407,-17.54853650826085
-481.98919842032984,-51.103347255502264,-6.906951414067984,-19.415912166819478
-2.1466751833657347,-65.13568544865599,-5.559230460303112,8.311247113680333
-422.9837198355014,-52.91774599240569,-6.817194137187125,-17.211862600998934
-2.070463495269787,-64.77904370637961,-5.261784768292516,13.279698428731036
-481.9891271136789,-51.102669738261355,-6.906548565838103,-19.415367522451387
-2.482645309962173,-66.70889761047232,-6.872411088570202,-13.565919241875319
-2.1770098545215344,-65.27888455282216,-5.679057108028849,6.321453347564727
-481.9887427133965,-51.10311130489589,-6.9105131491318685,-19.430277053300713
-254.61218932676212,-58.76918118336934,-7.111308459225061,-20.31483635971856
-2.4519409885666867,-66.56549843924377,-6.753504299867092,-11.579829951234574
-481.97396834975996,-51.032523502728914,-6.848560690518329,-18.42596979761605
-399.49930754096187,-53.721890318324135,-6.8463810467870125,-17.484984547448462
-468.9977920418799,-51.54732222585926,-6.92220386929214,-19.577373818927256
-472.98013992530053,-51.34170409674675,-6.861290227020676,-18.54268154916249
-474.9786521986963,-51.27212910747007,-6.857241301952554,-18.510376476734926
-387.3857003422129,-53.56635235326243,-6.3932438983481505,-9.718763292615597
2828.7039284746334,-162.79306321488883,-9.9382210927404,-33.55935987448338
-407.00919494242567,-53.53568025124198,-6.8957463794083225,-18.38572505015484
1065.1584956228653,-93.97284349495213,14.856558589168472,-15.09455055416631
-386.05204285195913,-54.37586652980076,-6.995358773341082,-19.629022991212942
-241.26380855769244,-58.72376322738228,-6.716487843761727,-13.53728714022236
-2.4517848536659894,-66.56383183136401,-6.751331843971532,-11.570184989423163
-481.98922739423415,-51.103964687555674,-6.908185900653106,-19.420068596894904
9.853446762498963,262.1204935666029,863.9498169367769,-27.071014636684307
-1.9331151403792797,-64.13600660439079,-4.725127431089819,22.225097745510784
-429.97853892193433,-52.67412883352175,-6.802393936188651,-17.095392727715357
-417.9409192087384,-52.87214039550521,-6.641169280847433,-14.268549729748118
-481.9890358290929,-51.103509680697705,-6.908614189967526,-19.422263556617512
-155.60256947443045,-61.809024255204115,-6.953123923596317,-16.597255610887196
-2.298810166883567,-65.84986198790742,-6.159044392911855,-1.644108231705915
-481.9888190407773,-51.103726247625,-6.910831224500246,-19.430732076348225
-75.09571675502401,-64.28676484365293,-6.830650675943872,-13.646748747029026
-287.982148174422,-57.119028118496715,-6.649072890808784,-12.939272819922351
-2.1124491733039865,-62.34862138261855,2.545880907167977,2.6118034213262384
-481.9585177401448,-50.96062731104417,-6.789363769697974,-17.434065958059822
-2.3142932987438782,-65.92251455899077,-6.217080517220187,-2.6316246453801284
-481.98933578839217,-51.103856404092035,-6.9070773833867385,-19.415834337029548
329.8295670975645,-77.25635720384126,-6.626342586305609,-5.837281239178777
-315.9332664308809,-56.014490908961925,-6.486167233473895,-10.582216678324416
-2.5281465202245883,-66.92153517542528,-7.050107760406443,-16.54421032514781
-255.95843078962818,-58.00339158537898,-6.5145095332544125,-10.361127908067298
-437.9424548699258,-52.2563055128915,-6.672269049251156,-15.00664158359057
298.59108732112566,-77.40762169462259,-7.597841351559462,-22.350794630599594
-2.299628132304049,-65.85547755216353,-6.165339345145111,-1.6763226105050535
-469.9818644263082,-51.44432747983634,-6.867524202423545,-18.588764291557453
-473.9640817877573,-51.236222366614314,-6.800717966229973,-17.537096873543735
-483.0318286291941,-52.35288713832506,-7.487003564951349,-19.28512718454469
-228.1451574575837,-59.749773528509685,-7.208966751879167,-21.64363911161779
-414.94287506567144,-52.974601425880316,-6.644769555875264,-14.30299530842566
-424.98163899892967,-52.84599818281352,-6.812248968316263,-17.169277751364064
-2.4981069702219134,-66.78183894218004,-6.933987042954148,-14.57064182668138
-2.5588873752931534,-67.06616007621318,-7.171091741316547,-18.53853934015929
-102.65325993715328,-63.69991165477715,-7.0908597956433335,-18.270433647006282
-379.02817856660215,-54.49569751437468,-6.9345205108486825,-18.738137303116027
-481.9890763389668,-51.10355884378093,-6.907335626167222,-19.41697787249437
-246.01097265257468,-58.559812751048476,-6.7046741834943875,-13.45667982236743
-2.0699459330430527,-64.77891162159644,-5.265538330596204,13.264807942431268
-457.98993678855504,-51.85648671594622,-6.882744539793296,-18.73126323171181
-2.4361490612456844,-66.49360273241965,-6.6958189756874065,-10.59039228761642
135.5212412987485,-70.30000614026847,-6.119243876884021,0.5653842250583576
-236.46236083145547,-44.88851075649571,29.99055151401847,-11.747482677167671
-461.97210790018374,-51.646833856060894,-6.816502988968942,-17.682875563582645
-481.9891271136789,-51.102669738261355,-6.906548565838103,-19.415367522451387
-459.9882615816315,-51.78734806840059,-6.883450719756827,-18.720826940019244
-481.9892815913131,-51.103910545823844,-6.907631642019929,-19.41795146696223
889.6503081604515,-95.54716953023608,-6.645243853572463,-0.007067691510572387
-193.62273583426975,-60.719239988816184,-7.077744689860738,-19.09526169855373
-481.9740786775042,-51.03284160369912,-6.848541633416638,-18.42879869037408
-290.04182718163037,-57.3375171784124,-6.885338071780293,-16.893732883002563
-2.26881391575637,-65.7077121630209,-6.036881979128945,0.3549260941963438
-481.9897072336862,-51.10850021837491,-6.915115201692189,-19.45763827738759
1064.0783603468801,-101.32158515062612,-6.7129816771804025,0.7697888820015683
-301.005360531623,-56.82155319747322,-6.753847020074702,-14.790896120755589
-2.3600646507761223,-66.13623390915747,-6.395114027157715,-5.609853041959127
-2.497655105726078,-66.77950129845718,-6.9314825606603065,-14.555595649542742
-2.2076201435940086,-65.42204721500863,-5.799959132860888,4.325059748991237
-2.4822790131881414,-66.70805384047426,-6.873298090276589,-13.568818632811887
-327.0327253055696,-56.13762318260826,-6.88869425345067,-17.405274234122892
332.11423858174703,-78.34200235586317,-7.465368812425222,-19.79151613229097
-2.3600312744716594,-66.13613381847603,-6.396754850538097,-5.61672576330352
337.01925674778937,-78.94301710411727,-7.830037986088286,-25.817660852162035
-481.9890358290929,-51.103509680697705,-6.908614189967526,-19.422263556617512
285.7021905063337,-73.83426949297169,-3.03186560892724,-41.244441714622226
-481.98879850996946,-51.103881204847525,-6.909744766749566,-19.425979245062532
1941.574078622041,-133.400929758588,-9.568734281210308,-37.199820817482205
-2.4519940039953867,-66.5650197640919,-6.751860852769084,-11.570656693624091
-35.56475166884113,-19.78698548021096,116.08190212579387,-28.81356178489472
-400.9979826896382,-53.66950923265493,-6.844588139432916,-17.466763356695562
1501.9624951599176,-117.86999355215592,-8.585996340030746,-25.657369426692647
-481.97375625381096,-51.03222345309349,-6.847902522082058,-18.423411926052967
-1.5080447115069977,-45.51029830547552,47.41552839517085,-0.2674487121881754
557.4319280665701,-86.22464429720736,-7.904858654121,-24.634651966163936
-259.1087038449536,-58.61451637493455,-7.108496264548018,-20.27226913571879
205.37162779436287,-69.09097218050695,5.790224719566162,-19.303489228249386
-2.2227869688551984,-65.49320805958781,-5.857932731389521,3.3391571314290767
-481.9892243070905,-51.10445364650134,-6.909360133679282,-19.427221370838843
-481.98922739423415,-51.103964687555674,-6.908185900653106,-19.420068596894904
-385.3707380284871,-53.55847723795124,-6.330594089077931,-8.716830672926402
-215.0624178030333,-59.76771455323685,-6.8702527218824985,-15.848648340046616
-2.558746813603072,-67.06791612630056,-7.176337226031731,-18.56334630573607
2044.3526056290605,-137.64964980470938,-10.313961052458557,-48.454562664868504
-445.9674163224138,-52.124791752582425,-6.781848162517838,-16.89990890441617
148.56429350183404,-71.67932576388698,-6.906225438565563,-12.489408463875652
-404.9934103492333,-53.51071727735258,-6.791356124656816,-16.414758462852582
-159.5691313615167,-61.52863614082067,-6.828886287681534,-14.558127181381645
436.5439633330523,-81.93022134064216,-7.6153106063402785,-21.120599140280344
606.7042276609549,-86.47707185055096,-6.78092343459946,-5.369883095916392
-167.6095687700439,-61.46834722655385,-6.995873605896393,-17.437025583762864
-481.98919842032984,-51.103347255502264,-6.906951414067984,-19.415912166819478
718.8635841713492,-16.611031640792607,190.93297149435764,-31.90964232012189
-481.9891701100117,-51.104507788233136,-6.909914392312462,-19.42933850077153
-2.421341250130793,-66.42206294804181,-6.634020465883714,-9.591264082210381
-346.53553400507883,-55.545925685073044,-6.929602495586331,-18.199186191619027
-413.5208562184819,-53.38778882085649,-6.950347551210562,-19.320702205962533
212.2239572839637,-73.14698564221254,-6.401862221837682,-3.3621503090826788
14.517583319655955,-67.72378429202976,-7.2558639186065985,-19.75054266248291
-2.5433163084648105,-66.99382119518451,-7.111799307274687,-17.545223641179348
-483.0315607309432,-52.35266888803851,-7.4886006250910775,-19.288560060264142
-365.49152655180535,-54.745362173326775,-6.775643722870487,-15.929332027816772
-337.97941568182927,-55.54705196746583,-6.698251086519886,-14.29978781300233
945.3583561312438,393.17839283589126,1308.113243879935,-151.41467953016397
-355.98295471845415,-55.00383239084225,-6.734689499826592,-15.08195481493166
-297.0381537786338,-57.09915251586681,-6.876454403634035,-16.818821219142432
-264.0597656195932,-58.22793318687839,-6.9187824529428745,-17.20944112681798
-483.03177751925904,-52.352452321111244,-7.4863835905583525,-19.28009154053343
-2.2224006776390097,-65.49363853399035,-5.861450364123932,3.3259221468540217
-2.3905103717511635,-66.27873679083217,-6.517290539187175,-7.612231999630248
-462.97136580342146,-51.61267157448121,-6.814916194642652,-17.6691642645278
-433.9913708027224,-52.60870717942414,-6.855762273970712,-18.03463603687101
-310.9818927186258,-56.402481986360435,-6.6767111197584725,-13.645589069177095
-182.53834329310655,-60.66717213709109,-6.735803547737361,-13.270279180553253
-481.98919842032984,-51.103347255502264,-6.906951414067984,-19.415912166819478
575.0543375993473,-55.21950484597535,76.20124415305544,-30.12651408800435
-2.0097524916972147,-64.49473047395304,-5.024155607361883,17.251219703145185
-483.03141585847237,-52.352142579910186,-7.488472209324307,-19.28857388082155
-435.79941846115946,-46.39589825274631,9.828547300373607,-21.484374458446087
-1.459909015288907,-61.92093857509633,-2.8772042548612924,53.04146575121048
-428.96372400634397,-52.63732154289751,-6.7452320304891815,-16.11759946782487
-454.9776853107952,-51.89307615041703,-6.833752973909889,-17.81194350978315
-226.97788821132588,-58.99771233415697,-6.553016095485941,-10.71589442408089
-260.62390777413697,-58.63875398289205,-7.168133862804142,-21.261811685881874
-257.0495087142506,-58.39769919507208,-6.86968891806814,-16.305399212810084
-356.98191224893515,-54.9646466034517,-6.726290826658598,-15.033730574578355
-159.03925204954257,-61.40368624105554,-6.709896823674487,-12.576891586111755
-366.00617959150384,-54.798969522194916,-6.8333669412045435,-16.90959059956527
-481.97381077925326,-51.03262335341254,-6.850138693556367,-18.432231566093527
6.242787298807117,-67.58610100298822,-7.368065903866677,-21.656853572402788
12.768335091047904,-67.6644646508574,-7.252305783753929,-19.724962900532773
-481.9746810080517,-51.03690670317472,-6.853303083804164,-18.453572786443786
-1.9029406027490792,-63.99433249194006,-4.606680158939778,24.192213867481712
-2.146675036146331,-65.13568512633931,-5.559230415198282,8.311248302927604
-481.98919842032984,-51.103347255502264,-6.906951414067984,-19.415912166819478
-483.03169810473463,-52.35232633732779,-7.487239748216148,-19.286789291429844
-2.360064406016346,-66.13623344960652,-6.3951139675708255,-5.609851419149253
-468.9978481238805,-51.54959694451969,-6.926475516107745,-19.584668784661513
-2.222455962837209,-65.49358705886429,-5.860896496247543,3.328029166676938
-229.00712103841832,-59.071861124276374,-6.669687950097524,-12.679916169932065
1001.1784536982947,-101.2482753038687,-8.356850466889652,-27.280706351687172
22.716109336070947,-68.22046819566044,-7.443530817387545,-22.826784534843828
-248.1163725000452,-58.991189339138316,-7.1196565798295355,-20.39357894724095
-356.92168347501365,-54.68487465954257,-6.49559180496348,-11.099800725180934
-110.51026608903315,-62.78213147867936,-6.542794178422627,-9.221803001927613
-468.92180001958985,-51.193290884518454,-6.628542574863795,-14.61705281547939
533.8560682278115,-85.84718000303414,-8.230166084371616,-30.304814656799703
-0.8764629486259559,-22.421626761357548,110.97859849563854,-19.77131708899752
-1.7954460808471606,-63.49280873457699,-4.190621898476806,31.164934448072533
555.0097768509996,-85.78197352961506,-7.604009856593795,-19.63707045015227
-2.1159988475870053,-64.99355964567498,-5.442038132092444,10.290696035419963
-98.6561967180941,-63.83807398902452,-7.096717551534005,-18.3238898315257
-447.9665038038018,-52.057500892281894,-6.778778596829072,-16.875248882984387
-2.2687056113317587,-65.70782067078443,-6.037990529506526,0.3506909801807541
-483.0319118001775,-52.35345042864665,-7.487683792903286,-19.28716648468744
-2.405972635619013,-66.35029874654876,-6.573968250004348,-8.592684993613695
213.15564321043797,-73.96914481578473,-7.057956431162527,-14.304252182371288
-476.97811447998197,-51.20941572191781,-6.862124247575974,-18.527416770744328
-419.01654420567087,-53.19453988197479,-6.936704682760973,-19.219239643309407
-1.8567705629495972,-63.778791800767785,-4.427470800244304,27.193565934393696
-421.3925407189715,-52.53681046425886,-6.457143707849643,-11.239112456271279
-481.98858172165376,-51.104097771774775,-6.91196180128228,-19.43444776479325
-481.97375625381096,-51.03222345309349,-6.847902522082058,-18.423411926052967
-93.1294167217161,-63.88321517598035,-6.9833856079774055,-16.398955317366937
-464.9850728974614,-51.6160885456645,-6.8762707172847914,-18.658415055340807
-2.4976678099617318,-66.7793891709852,-6.931760250303334,-14.557098300164766
-2.4216105192546324,-66.42313608336883,-6.633910708382942,-9.589536063827255
-481.98887249403145,-51.104328606207716,-6.9107570205055895,-19.431100994234782
