Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,New_Visitor,Other,Returning_Visitor
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.0,0.0,0.0,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,2,2.0,2,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,1,3,4,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,4.1858851116856936e-05,0.055555555000000006,0.0,0.2,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0012557655335057082,0.0,0.0,1.0,2,2.0,4,4,2,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.006739275029813968,0.0,0.0,0.0,2,4.0,2,2,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,4.1858851116856936e-05,0.25,0.0,0.4,2,3.0,3,1,4,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.2,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.6,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.004395179367269978,0.0,0.0,0.4,2,2.0,6,6,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.00711600468986568,0.0,0.0,0.4,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.016818886378753117,0.25,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.029615137165176282,0.0,0.0,0.0,2,2.0,2,5,4,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,2,4,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.6,2,2.0,2,5,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,18.0,0.03779854255852181,0.0,0.0,0.0,2,2.0,7,2,4,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.2,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,2.0,6,1,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.125,0.0,0.0,2,2.0,6,6,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001841789449141705,0.0,0.0,0.4,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,4.1858851116856936e-05,0.0,0.0,0.0,2,2.0,4,3,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005692803751892544,0.0,0.0,0.0,2,2.0,4,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,4.1858851116856936e-05,0.0,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.003223131535997984,0.0,0.0,0.6,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,1.0,2,1.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.4,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.008748499883423098,0.0,0.0,0.0,2,4.0,1,1,5,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.01134374865266823,0.0,0.0,0.8,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.001695283470232706,0.0,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.01573892801993821,0.083333335,0.0,0.0,2,3.0,2,4,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,2.0,2,2,1,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.006320686518645397,0.2857142850000001,0.0,0.0,2,2.0,2,2,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005818380305243114,0.0,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.014169221103056072,0.142857145,0.0,0.4,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,4.1858851116856936e-05,0.0,0.0,0.0,2,1.0,1,4,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,2,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0022185191091934173,0.0,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,13.0,0.027218717938736217,0.0,0.0,0.0,2,2.0,2,1,5,0,1.0,0.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,27.0,4.1858851116856936e-05,0.01851852,0.0,0.6,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001423200937973136,0.0,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.06561374912567325,0.25,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.0044370382183868354,0.0,0.0,0.6,2,1.0,1,1,4,0,0.0,0.0,1.0
0.0,0.0002941392749466873,1.0,0.00045531120520876016,7.0,0.0021348014069597038,0.19047619,0.0,0.6,2,2.0,4,1,7,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,0.027007330740596098,0.020833335,0.0,0.0,2,3.0,2,3,4,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.017413282064612484,0.0,0.0,0.4,2,1.0,1,3,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0011720478312719944,0.75,0.0,0.0,2,1.0,1,7,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,1.0,0.00045531120520876016,9.0,0.009041511841241098,0.22222222000000008,0.0,0.8,2,4.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.006822992732047681,0.25,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.004813767878438548,0.25,0.0,0.8,2,3.0,3,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.01063214818368166,0.0,0.0,0.6,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,4.1858851116856936e-05,1.0,0.0,0.4,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,1.0,1,2,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,1.0,0.04279925328962345,30.0,4.1858851116856936e-05,0.06451613,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,4.1858851116856936e-05,0.0,0.0,0.0,2,1.0,1,1,4,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,4.1858851116856936e-05,0.0,0.0,0.8,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.02419441594554331,0.09090909,0.0,0.2,2,2.0,2,3,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.004018449707218266,0.0,0.0,0.0,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.012662302462849223,0.0,0.0,0.0,2,2.0,4,9,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.010213559672513093,0.0,0.0,0.0,2,2.0,4,4,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.005713733177450972,0.0,0.0,0.6,2,2.0,2,1,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,2.0,0.034603651595865766,14.0,4.1858851116856936e-05,0.0,0.0,0.8,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0017580717469079911,0.0,0.0,0.0,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.012302316343244251,0.14,0.0,0.0,2,2.0,4,3,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,4.1858851116856936e-05,0.0,0.0,0.4,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,10.0,4.1858851116856936e-05,0.0,0.0,0.4,2,1.0,1,8,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0005860239156359972,0.6666666649999999,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.009334523799059096,0.0,0.0,0.0,2,2.0,6,1,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,4.1858851116856936e-05,0.0,0.0,0.8,2,2.0,2,4,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,4.1858851116856936e-05,0.0,0.0,0.0,2,3.0,2,4,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,4.1858851116856936e-05,0.02777778,0.0,0.0,2,2.0,4,5,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0010883301290382805,0.0,0.0,0.0,2,2.0,4,1,5,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0017999305980248485,0.25,0.0,0.4,2,99.0,2,1,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,2,7,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.011448395780460372,0.0,0.0,0.2,2,1.0,1,6,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,2.0,2,2,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,1.0,0.009106224104175204,10.0,0.035705600002678965,0.0,0.0,0.0,2,2.0,2,3,6,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.03269176272226527,0.333333335,0.0,0.4,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.04349134631041435,0.0,0.0,0.0,2,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.024026980541075882,0.0,0.0,0.0,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,28.0,4.1858851116856936e-05,0.035714285,0.0,0.0,2,1.0,1,4,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.0,0.0,0.8,2,2.0,2,2,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.0375,0.0,0.0,2,1.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.4,2,2.0,2,3,4,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.000711600468986568,0.5,0.0,0.0,2,2.0,5,5,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,0.025785052287983872,0.0,0.0,0.2,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.01099841313095416,0.0,0.0,0.0,2,2.0,6,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,4.1858851116856936e-05,0.166666665,0.0,0.0,2,3.0,2,2,1,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,3,3,2,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.0049602738573475465,0.0,0.0,0.8,2,1.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,4.1858851116856936e-05,0.04347826,0.0,0.6,2,1.0,1,4,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.019589942322689045,0.0,0.0,0.4,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,4.1858851116856936e-05,0.04347826,0.0,0.6,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.005441650645191402,0.0,0.0,0.0,2,1.0,1,3,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.0026789664714788443,0.0,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.005274215240723974,0.4333333349999999,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.09090909,0.0,0.0,2,2.0,4,6,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.0,0.0,0.8,2,3.0,2,7,4,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,4.1858851116856936e-05,0.055555555000000006,0.0,0.0,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.002344095662543988,0.333333335,0.0,0.6,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,1.0,1,1,2,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.027919853694943576,0.0,0.0,0.0,2,1.0,1,6,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.006875316295943752,0.166666665,0.0,0.6,2,1.0,1,6,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,0.01194023728108344,0.0,0.0,0.0,2,3.0,2,6,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,2,4.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.010925160141499659,0.041666665,0.0,0.8,2,3.0,2,1,3,1,0.0,0.0,1.0
0.0,0.0002941392749466873,16.0,0.00045531120520876016,5.0,4.1858851116856936e-05,0.015873014999999997,0.0,0.0,3,2.0,2,1,8,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,0.038863850319445815,0.055555555000000006,0.0,0.0,3,1.0,1,3,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,4.1858851116856936e-05,1.0,0.0,0.0,3,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0017999305980248485,0.0,0.0,0.0,3,2.0,2,3,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,22.0,4.1858851116856936e-05,0.045454545,0.0,0.0,3,1.0,1,7,2,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,98.0,4.1858851116856936e-05,0.01030928,0.0,0.0,3,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,4.1858851116856936e-05,0.0,0.11208747208747208,0.0,3,2.0,2,9,2,0,1.0,0.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.001841789449141705,0.0,0.0,0.0,3,1.0,1,1,9,1,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005630015475217257,0.0,0.0,0.0,3,1.0,2,1,8,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.03064067901753928,0.0,0.0,0.0,3,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,4.1858851116856936e-05,0.18809524,0.0,0.0,3,2.0,6,3,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0021348014069597038,0.0,0.0,0.0,3,3.0,2,8,11,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,35.0,4.1858851116856936e-05,0.02857143,0.0,0.0,3,2.0,4,2,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.00832991137225453,0.083333335,0.0,0.0,3,2.0,2,3,2,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0006697416178697111,0.0,0.0,0.0,3,2.0,4,3,12,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.0010046124268045665,0.4,0.0,0.0,3,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.0006278827667528541,0.5,0.0,0.0,3,3.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0008371770223371388,0.0,0.0,0.0,3,2.0,2,3,11,1,0.0,0.0,1.0
