pca_1,pca_2,pca_3,pca_4
-227.5524976526881,-57.12525887998057,-15.739920697784807,-26.531246209027714
-231.55284920670792,-57.01999561772037,-15.696620971481693,-25.55153366259796
-233.5528767541409,-56.995727390219876,-15.706564985028345,-25.546874005759072
-146.06737392897077,-57.41897618817923,-14.517851171032591,-15.535110866847855
3071.6398784714524,-94.14866392636884,4.801331298241592,5.198014182658408
-165.55908369581516,-57.733791259275186,-15.255066078560445,-24.47942029810892
1306.7433836821235,-66.9488200618821,17.718060896612993,-0.8698825647978985
-144.5641074348635,-58.08958172803299,-15.2250503075535,-25.466320747616674
0.1710745968671391,-59.25253663062553,-13.8313843594783,-17.328673522693734
-240.56302655607087,-56.122215988743285,-14.829223416558564,-12.620128524492555
-240.55132093806859,-56.974922924128705,-15.817730684865566,-26.55429237520203
-242.5344451550675,203.0953442014978,879.059274689755,-31.60345950637757
-240.590755910354,-54.055071139188975,-12.434008472201212,21.20373720849895
-188.55830894550888,-57.40256628617775,-15.312906531953152,-23.507097665594717
-176.5617038214166,-57.36132417767256,-15.034590396932135,-20.51156915392632
-240.5512028457756,-56.97440642395397,-15.818054462838715,-26.555944627953192
85.91466560217116,-60.38041271373044,-13.485574768294423,-19.204396791411494
-240.5706427828672,-55.51393571715242,-14.128186210264607,-2.6841593082347783
-240.5508714554292,-56.974380492166546,-15.820167601005581,-26.56360509058193
166.40472303241748,-61.082289303268595,-12.752326078374246,-15.135409072330804
-240.59351889414836,-52.7332167761086,-5.150813658278307,1.5406926572380233
-240.5528451602457,-56.85274992030296,-15.677089554589898,-24.56605301586463
-240.56973848943272,-55.57592167388903,-14.197365241943615,-3.6734170986333465
-240.55148663324178,-56.9749358900224,-15.816674115782144,-26.550462143887664
571.3584962416778,-65.04339270256351,-9.552501495452617,-1.7074626321289468
-74.57487872379528,-58.2532712520469,-14.106320072284687,-15.408580438202984
-240.55881241189743,-56.426778212694025,-15.1823387413836,-17.598407458892193
-14.580432817520618,-58.897369836365726,-13.700968131782632,-14.355256820905387
-196.55920167552281,-57.186601599046476,-15.21734526321619,-21.52701111391852
540.375354315142,-65.71418125425889,-10.927055427170274,-18.66437032969528
-240.569638626477,-55.518797015188944,-14.135119356564571,-2.7170994146551504
-228.55282846488086,-57.05467460565946,-15.68153406458524,-25.555053580413517
-232.55336614113892,-56.94755954827366,-15.632243816697171,-24.55867387628316
-241.56187449099355,-58.19799973056318,-16.502637265664866,-26.436666391909394
13.425937730527805,-59.894777079158494,-14.317494245869284,-25.259663735592675
-173.56207196685398,-57.39610761788652,-15.016994056809859,-20.504454495837656
-183.558327881936,-57.46120915728459,-15.287392891921794,-23.51073764711861
-240.55997616927002,-56.30792027506094,-15.044879250205126,-15.623764775074363
-240.55693308451796,-56.549958283449925,-15.325226345801662,-19.594788058135137
138.91129033820206,-61.06336127289218,-13.260503585309346,-20.143619120678785
-137.56187965938162,-58.06171029969183,-15.09642549029472,-24.44431581711412
-240.55124850734452,-56.97450071532013,-15.81685300492537,-26.550993956308233
-4.579284852343598,-59.196424751415215,-13.853201929309762,-17.315435898516945
-240.58281088144216,-54.60205117152733,-13.071873323174536,12.237460219816438
-216.553835650002,-57.19579569706916,-15.612308167413405,-25.531839782099915
-240.5630658474158,-56.06201638070542,-14.762778837529428,-11.638200661005614
376.87320086447477,-62.52140301894601,-10.373192973316034,2.0055738000769416
-220.55475652121726,-57.087399068411074,-15.563317751119287,-24.53832005580141
-240.5515330364101,-56.97383124759134,-15.815984207783973,-26.549458066598945
-218.5533701172405,-57.17161401687881,-15.626825170850921,-25.547682732502984
-240.55140378565517,-56.974929407075535,-15.817202400323858,-26.552377259544844
1131.2994136823536,-70.82468104377953,-5.4835664801724375,11.888057957639276
-240.55207172859343,-56.91439573413308,-15.747305166638483,-25.56228737048106
-48.57091205150708,-58.92452132185807,-14.387422224624588,-21.36349520950521
-240.57269039125322,-55.39329216113859,-13.984622292692618,-0.6850681808281879
-240.55012149996224,-56.978632923336704,-15.825090505610945,-26.59151917473847
1305.7816737132605,-72.69000301536634,-4.288918829571113,15.083427482886465
-59.571631806515256,-58.678195906460246,-14.312433751434552,-19.413526914103734
-240.56748471246883,-55.757947039527856,-14.40791752098792,-6.654302705153072
-240.56033228115064,-56.305835604431635,-15.04208043614219,-15.608279285113547
-240.57574192240682,-55.14991245764824,-13.704188112894798,3.2890509844180147
-240.56094596183732,-56.24487095846502,-14.97296239784848,-14.620067116566052
-148.56245238879134,-57.753135543766135,-14.952991200908382,-21.50136306530339
-85.56805400368036,-58.550452584742345,-14.66243097788042,-22.389894916538942
573.8698353201978,-65.92395606612006,-10.525862808823392,-15.638696421585063
-240.56745772949108,-55.75780958397368,-14.409455808702864,-6.660774501590932
578.8743620992033,-66.34834793161012,-10.92053298262878,-21.600959941844508
-240.5512028457756,-56.97440642395397,-15.818054462838715,-26.555944627953192
526.8132868087796,-64.47206694282845,-8.744876815488348,-22.67725425442953
-240.5508156764028,-56.9745122047955,-15.819157840948133,-26.559051756600283
2184.228003198258,-84.64199592974673,-1.2463924413646232,-10.744157643265245
-240.56298028016187,-56.12332191222704,-14.829913747998306,-12.621138447082473
204.13265924276126,-25.46147673625943,113.58621872161196,-30.281785265833577
-159.56065566162383,-57.742869978162524,-15.150663737144964,-23.476501435689354
1744.2609125537658,-79.11221298393635,-3.2993412812247263,-5.289060212875894
-240.55196822398415,-56.913709884757424,-15.746562248656865,-25.556445487927256
799.3522491946093,-68.69231020853499,-9.397793315838056,-17.360604596048734
-17.571681782593284,-59.469929177797525,-14.424494510535698,-24.31539414922051
446.85186864106697,-60.5795011595195,2.174457741823987,-16.96247246976099
-240.57495780828108,-55.210498165466106,-13.773046796084651,2.3021294963375594
-240.55106942419948,-56.97525820677736,-15.818933386851445,-26.56114442165305
-27.78128147270985,-58.619471678962384,-13.632090139320882,-12.371426638633572
-240.55132093806859,-56.974922924128705,-15.817730684865566,-26.55429237520203
-144.06900905755683,-57.37703440438222,-14.429633981009081,-14.503557182147565
26.42005357190461,-59.68270186172161,-13.822069719147038,-19.279478737275518
-240.55605080267867,-56.55110465813834,-15.33047709658726,-19.618322615078412
2287.227721995669,-86.45804881386299,-1.3739538184355975,-20.579484723526203
48.918462097909355,-60.00613964402728,-13.762904457377026,-20.23601761621929
-230.55133542638995,-57.09559187767791,-15.76695511437346,-26.57073017158141
436.12774949030023,-64.00554826067024,-10.950255048985591,-10.830184370637367
-204.55661761497916,-57.21435742981161,-15.40494287800465,-23.532141648532537
390.13153828913215,-63.464332776159814,-11.207580602547843,-10.877331563140585
-163.56441925882862,-57.68503740499307,-15.122484021153715,-22.512247056196244
81.91346915331556,-60.21149237426895,-13.367705706917212,-17.218516134170915
678.3614272474671,-67.15162908644038,-9.939440202233603,-15.520307126705205
848.3316546657485,-68.05033088846517,-7.71134371280341,2.599823081819584
73.91654293093454,-60.30010263431565,-13.623672715725114,-20.210933070342104
-240.55145138853538,-56.974425872794534,-15.816469609213565,-26.55019928098164
957.6393121991645,-11.36512256616438,195.8442507481016,-23.234433027364577
-240.5509865766129,-56.97525172383052,-15.819461671393164,-26.563059537310252
-240.56435411338575,-56.001444106232704,-14.690282747752912,-10.639341769320794
-105.06407995703906,-58.387505072478625,-14.852217684853132,-23.454505004845792
-172.057266336456,-57.7217429857162,-15.366793249995887,-25.50612673224677
453.6681200454929,-63.60265275799786,-10.146840963728682,-0.8614655893730049
256.150967685397,-62.43930226569459,-12.599208370447064,-20.000565862753234
-240.55766169254642,-56.48818666436844,-15.254893095023768,-18.599862427772933
-241.5617117669297,-58.19763203318025,-16.504075986387576,-26.439389923744287
-124.065363988908,-58.03819262954472,-14.80988488641978,-21.446040529518577
-96.56900980070459,-58.2397276108684,-14.516912993459153,-19.433340586468546
1167.4066364632527,314.63278659397866,1343.3763966450194,-144.3778917702797
-114.56593160390936,-58.09196612279648,-14.691497556636858,-20.465995322440968
-55.57067537495448,-58.84451096981551,-14.428251169059573,-21.387140428391334
-22.57427539800669,-59.22849633600854,-14.237547385791485,-21.320429135362975
-241.56204315727604,-58.197657964967654,-16.50196284822071,-26.431729461115545
-240.57435926207825,-55.21049651534946,-13.77640814412657,2.2902422502938484
-240.565672743538,-55.879086940997745,-14.55163255288856,-8.657528675007482
-221.55454985274108,-57.0757453367153,-15.568803874837368,-24.538386734823238
-192.55742162324245,-57.417016951973636,-15.40542762752031,-24.50337500023901
-69.57155655499862,-58.495603102923596,-14.294227019076214,-18.40359955880081
58.91449156150703,-59.880216860128755,-13.425812056053136,-16.248298812871052
-240.55145138853538,-56.974425872794534,-15.816469609213565,-26.55019928098164
815.6625611455335,-44.004612736937716,77.02947978046659,-22.965695458605147
-19.07552085000536,-59.21057921350832,-14.147923537704349,-20.324730398718398
-240.5866125596019,-54.360655695458526,-12.787533560337868,16.22492225064251
-241.561674038596,-58.197104241514815,-16.503865693396683,-26.439047732950865
-194.59131591382092,-52.56180950177808,1.6799571310634451,-28.048469447339077
-240.6161541615433,-52.1689591762955,-10.249405181592467,52.04678686355296
-187.55884572766385,-57.353537062521255,-15.237809002237336,-22.514014960658923
-213.5541337390844,-57.174677291327036,-15.531907225345847,-24.570898480046157
14.416793126490875,-59.23693301245202,-13.535059288887716,-14.308753593095725
-19.070371352631856,-59.51714765160371,-14.506216054330912,-25.32825153591798
-15.575792436571225,-59.25079215381211,-14.12839427028591,-20.319228330213235
-115.56720492401155,-58.07631828370523,-14.689691724749393,-20.43204411871965
82.4117358703512,-60.0965204401758,-13.223658280911089,-15.229317189854624
-124.56447865889929,-58.092472271548594,-14.881911080936902,-22.433815141687134
-240.5519090045295,-56.91402803675013,-15.748743887361194,-25.56501090231597
247.90449029250743,-62.465931371041755,-12.791430387094195,-22.021690671532944
994.9408357319555,-65.88652779718926,7.201499529091878,-2.4738384809812235
254.40084221474706,-62.419680508322195,-12.608194168237596,-20.000320492942386
-240.55133457924475,-56.91791148764136,-15.752524100152753,-25.587533429950142
-240.59158580909596,-53.93459136653123,-12.294070553903914,23.172714575555574
-240.57936797339198,-54.90624503096714,-13.420059557987427,7.278048813141796
-240.55145138853538,-56.974425872794534,-15.816469609213565,-26.55019928098164
-241.561857839296,-58.197445809125654,-16.502769345782106,-26.437921306997247
-240.5674846146353,-55.757946546069654,-14.407917363915304,-6.654300574238508
-227.5524097109646,-57.126953019161036,-15.74431793294826,-26.538527327003283
-240.5744424397762,-55.2105057293609,-13.775880755044186,2.2921450497972957
12.418504040676757,-59.33508602747557,-13.687520559214876,-16.302224355396547
1243.3114496728138,-73.72008005297316,-6.687902857164291,-13.855507120317506
264.40233713697216,-62.71812614107803,-12.761354771585898,-22.965782414908844
-6.5732356042311535,-59.598618274557296,-14.358251174819578,-24.28564629632586
-115.5691924696028,-57.838081336111784,-14.416206554431836,-16.49496952265799
130.90485050553698,-60.42162932071288,-12.671049955521262,-11.197591146673515
-227.5564664136393,-56.82368044642158,-15.392259689947176,-21.567129397298924
775.8591400815196,-68.78192435844399,-9.95389329412668,-23.36145836188214
-240.8252587539771,-21.33699770289901,105.97900544877092,-21.298752431336755
796.8483490837529,-68.35916527006299,-9.060304668257952,-12.393488305032617
142.91099525937818,-61.11115315784538,-13.238328018326724,-20.14212573178968
-206.55651242247203,-57.19226598915184,-15.416233035154727,-23.536165720956742
-240.5725247225644,-55.393279424252434,-13.98567893701081,-0.6888994478449663
-241.56182688811342,-58.198503264844206,-16.50337005677516,-26.43884437047261
-240.56524333260282,-55.94031771331055,-14.61931959725735,-9.639884130755645
454.77689202812905,-64.28336305208023,-10.914431031040706,-11.797262803923967
-235.5514213214064,-56.97728188843023,-15.726181064445882,-25.59185668679288
-177.5577631798389,-57.65339739360199,-15.39143173261352,-25.480643643666358
-240.59479424818272,-53.75087575431736,-12.08203513928042,26.17663419955131
-180.06391498549667,-57.13691102994197,-14.842501779207135,-17.527613508967015
-240.55048428605642,-56.9744862730081,-15.821270979115006,-26.56671221922902
-240.55196822398415,-56.913709884757424,-15.746562248656865,-25.556445487927256
148.4086477975087,-61.053500896944186,-13.064513715599453,-18.139612046552415
-223.5530130964811,-57.11333044266003,-15.654963855470461,-25.55486333062305
-240.56036657403882,-56.30574665702034,-15.04232853002029,-15.60972574347003
-240.56440645899482,-56.00251133817554,-14.690356247678142,-10.638364442251778
-240.55072613483026,-56.97489095052413,-15.820198031911174,-26.564126989272694
-184.55715710757542,-57.57125520869074,-15.430849876745555,-25.488968020397266
-240.5657703881053,-55.881015200051316,-14.550811283298922,-8.658127922329657
-240.564173460345,-56.0011256194361,-14.69138661884152,-10.640571397118721
-112.06832927673851,-58.056562502306605,-14.599500651257296,-19.432942356280122
-156.56210176605802,-57.65626197860722,-14.995754789862866,-21.495523721482623
-240.5603155786301,-56.306601278822136,-15.042677972355714,-15.612993941413631
155.90564456867546,-60.95873012861273,-12.81060329917734,-15.143197061509184
