,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,"('New_Visitor',)","('Other',)","('Returning_Visitor',)"
34,0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.0202178250894419,0.0,0.0,0.0,2,2.0,5,1,6,0,0,0.0,0.0,1.0
35,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0009627535756877095,0.0,0.0,0.6,2,1.0,1,3,2,0,0,0.0,0.0,1.0
36,0.0,0.0002941392749466873,0.0,0.00045531120520876016,15.0,4.1858851116856936e-05,0.0,0.0,0.0,2,1.0,1,4,4,0,0,0.0,0.0,1.0
37,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001465059789089993,0.0,0.0,0.4,2,3.0,2,2,3,0,0,0.0,0.0,1.0
38,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.003725437749400267,0.0,0.0,0.0,2,4.0,1,1,3,0,0,0.0,0.0,1.0
39,0.0,0.0002941392749466873,0.0,0.00045531120520876016,22.0,0.026088528958581086,0.015151514999999999,0.0,0.2,2,2.0,5,1,4,0,0,0.0,0.0,1.0
40,0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.009351267339505838,0.085714285,0.0,0.0,2,1.0,1,1,2,0,0,0.0,0.0,1.0
41,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0033905669404654115,0.333333335,0.0,0.2,2,3.0,2,1,3,0,0,0.0,0.0,1.0
42,0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.0,0.0,0.0,2,3.0,2,1,3,0,0,0.0,0.0,1.0
43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,2,2.0,2,3,2,0,0,0.0,0.0,1.0
44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,1,3,4,1,0,0.0,0.0,1.0
45,0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,4.1858851116856936e-05,0.055555555000000006,0.0,0.2,2,3.0,2,1,3,0,0,0.0,0.0,1.0
46,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0012557655335057082,0.0,0.0,1.0,2,2.0,4,4,2,1,0,0.0,0.0,1.0
47,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.006739275029813967,0.0,0.0,0.0,2,4.0,2,2,3,0,0,0.0,0.0,1.0
48,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,4.1858851116856936e-05,0.25,0.0,0.4,2,3.0,3,1,4,0,0,0.0,0.0,1.0
49,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.2,2,2.0,4,1,3,0,0,0.0,0.0,1.0
50,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.6,2,3.0,2,3,3,0,0,0.0,0.0,1.0
51,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.004395179367269978,0.0,0.0,0.4,2,2.0,6,6,3,0,0,0.0,0.0,1.0
52,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.00711600468986568,0.0,0.0,0.4,2,1.0,1,3,3,0,0,0.0,0.0,1.0
53,0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.016818886378753117,0.25,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
54,0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.029615137165176282,0.0,0.0,0.0,2,2.0,2,5,4,1,0,0.0,0.0,1.0
55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,2,4,3,0,0,0.0,0.0,1.0
56,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.6,2,2.0,2,5,1,0,0,0.0,0.0,1.0
57,0.0,0.0002941392749466873,0.0,0.00045531120520876016,18.0,0.03779854255852181,0.0,0.0,0.0,2,2.0,7,2,4,0,0,0.0,0.0,1.0
58,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.2,2,3.0,2,3,3,0,0,0.0,0.0,1.0
59,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,2.0,6,1,2,0,0,0.0,0.0,1.0
60,0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.125,0.0,0.0,2,2.0,6,6,1,0,0,0.0,0.0,1.0
61,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0018417894491417053,0.0,0.0,0.4,2,2.0,2,3,3,0,0,0.0,0.0,1.0
62,0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,4.1858851116856936e-05,0.0,0.0,0.0,2,2.0,4,3,2,0,0,0.0,0.0,1.0
63,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005692803751892544,0.0,0.0,0.0,2,2.0,4,3,3,0,0,0.0,0.0,1.0
64,0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,4.1858851116856936e-05,0.0,0.0,0.0,2,2.0,4,1,1,0,0,0.0,0.0,1.0
65,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.003223131535997984,0.0,0.0,0.6,2,3.0,2,3,3,0,0,0.0,0.0,1.0
66,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,1.0,2,1.0,1,1,3,1,0,0.0,0.0,1.0
67,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.4,2,1.0,1,1,3,0,0,0.0,0.0,1.0
68,0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.008748499883423098,0.0,0.0,0.0,2,4.0,1,1,5,1,0,0.0,0.0,1.0
69,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.01134374865266823,0.0,0.0,0.8,2,1.0,1,1,3,0,0,0.0,0.0,1.0
70,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.001695283470232706,0.0,0.0,0.0,2,2.0,2,1,3,0,0,0.0,0.0,1.0
71,0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.015738928019938207,0.083333335,0.0,0.0,2,3.0,2,4,1,0,0,0.0,0.0,1.0
72,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,2.0,2,2,1,1,0,0.0,0.0,1.0
73,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
74,0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.006320686518645397,0.28571428500000007,0.0,0.0,2,2.0,2,2,1,0,0,0.0,0.0,1.0
75,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005818380305243114,0.0,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
76,0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.014169221103056072,0.142857145,0.0,0.4,2,4.0,1,3,3,0,0,0.0,0.0,1.0
77,0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,4.1858851116856936e-05,0.0,0.0,0.0,2,1.0,1,4,2,0,0,0.0,0.0,1.0
78,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,2,1,0,0.0,0.0,1.0
79,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0022185191091934173,0.0,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
80,0.0,0.0002941392749466873,0.0,0.00045531120520876016,13.0,0.02721871793873622,0.0,0.0,0.0,2,2.0,2,1,5,0,0,1.0,0.0,0.0
81,0.0,0.0002941392749466873,0.0,0.00045531120520876016,27.0,4.1858851116856936e-05,0.01851852,0.0,0.6,2,4.0,1,3,3,0,0,0.0,0.0,1.0
82,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001423200937973136,0.0,0.0,0.2,2,1.0,1,1,3,0,0,0.0,0.0,1.0
83,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.06561374912567325,0.25,0.0,0.2,2,1.0,1,1,3,0,0,0.0,0.0,1.0
84,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.0044370382183868354,0.0,0.0,0.6,2,1.0,1,1,4,0,0,0.0,0.0,1.0
85,0.0,0.0002941392749466873,1.0,0.00045531120520876016,7.0,0.0021348014069597038,0.19047619,0.0,0.6,2,2.0,4,1,7,0,0,0.0,0.0,1.0
86,0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,0.027007330740596098,0.020833334999999998,0.0,0.0,2,3.0,2,3,4,0,0,0.0,0.0,1.0
87,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.017413282064612484,0.0,0.0,0.4,2,1.0,1,3,2,0,0,0.0,0.0,1.0
88,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0011720478312719942,0.75,0.0,0.0,2,1.0,1,7,2,0,0,0.0,0.0,1.0
89,0.0,0.0002941392749466873,1.0,0.00045531120520876016,9.0,0.009041511841241098,0.22222222000000008,0.0,0.8,2,4.0,1,1,3,0,0,0.0,0.0,1.0
90,0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.006822992732047681,0.25,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
91,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.004813767878438548,0.25,0.0,0.8,2,3.0,3,1,3,0,0,0.0,0.0,1.0
92,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.010632148183681661,0.0,0.0,0.6,2,2.0,2,3,3,0,0,0.0,0.0,1.0
93,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,4.1858851116856936e-05,1.0,0.0,0.4,2,2.0,2,1,3,0,0,0.0,0.0,1.0
94,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,1.0,1,2,3,0,0,0.0,0.0,1.0
95,0.0,0.0002941392749466873,1.0,0.04279925328962345,30.0,4.1858851116856936e-05,0.06451613,0.0,0.2,2,1.0,1,1,3,0,0,0.0,0.0,1.0
96,0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,4.1858851116856936e-05,0.0,0.0,0.0,2,1.0,1,1,4,1,0,0.0,0.0,1.0
97,0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,4.1858851116856936e-05,0.0,0.0,0.8,2,3.0,2,1,3,0,0,0.0,0.0,1.0
98,0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.024194415945543307,0.09090909,0.0,0.2,2,2.0,2,3,1,0,0,0.0,0.0,1.0
99,0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.004018449707218266,0.0,0.0,0.0,2,4.0,1,3,3,0,0,0.0,0.0,1.0
100,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.012662302462849223,0.0,0.0,0.0,2,2.0,4,9,3,0,0,0.0,0.0,1.0
101,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.010213559672513091,0.0,0.0,0.0,2,2.0,4,4,1,0,0,0.0,0.0,1.0
102,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.005713733177450972,0.0,0.0,0.6,2,2.0,2,1,2,0,0,0.0,0.0,1.0
103,0.0,0.0002941392749466873,2.0,0.03460365159586577,14.0,4.1858851116856936e-05,0.0,0.0,0.8,2,1.0,1,3,3,0,0,0.0,0.0,1.0
104,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0017580717469079913,0.0,0.0,0.0,2,1.0,1,3,3,0,0,0.0,0.0,1.0
105,0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.012302316343244251,0.14,0.0,0.0,2,2.0,4,3,1,0,0,0.0,0.0,1.0
106,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,3,3,0,0,0.0,0.0,1.0
107,0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,4.1858851116856936e-05,0.0,0.0,0.4,2,2.0,2,1,3,0,0,0.0,0.0,1.0
108,0.0,0.0002941392749466873,0.0,0.00045531120520876016,10.0,4.1858851116856936e-05,0.0,0.0,0.4,2,1.0,1,8,3,0,0,0.0,0.0,1.0
109,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0005860239156359971,0.6666666649999999,0.0,0.0,2,2.0,4,1,1,0,0,0.0,0.0,1.0
110,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.009334523799059096,0.0,0.0,0.0,2,2.0,6,1,2,1,0,0.0,0.0,1.0
111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,3.0,2,3,3,0,0,0.0,0.0,1.0
112,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,4.1858851116856936e-05,0.0,0.0,0.8,2,2.0,2,4,3,0,0,0.0,0.0,1.0
113,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,4.1858851116856936e-05,0.0,0.0,0.0,2,3.0,2,4,2,0,0,0.0,0.0,1.0
114,0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,4.1858851116856936e-05,0.02777778,0.0,0.0,2,2.0,4,5,2,0,0,0.0,0.0,1.0
115,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0010883301290382805,0.0,0.0,0.0,2,2.0,4,1,5,0,0,0.0,0.0,1.0
116,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0017999305980248483,0.25,0.0,0.4,2,99.0,2,1,4,0,0,0.0,0.0,1.0
117,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,2,7,3,0,0,0.0,0.0,1.0
118,0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.011448395780460372,0.0,0.0,0.2,2,1.0,1,6,3,0,0,0.0,0.0,1.0
119,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,2.0,2,2,3,0,0,0.0,0.0,1.0
120,0.0,0.0002941392749466873,1.0,0.009106224104175203,10.0,0.035705600002678965,0.0,0.0,0.0,2,2.0,2,3,6,0,0,0.0,0.0,1.0
121,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.03269176272226527,0.333333335,0.0,0.4,2,2.0,4,1,3,0,0,0.0,0.0,1.0
122,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.043491346310414354,0.0,0.0,0.0,2,2.0,2,1,1,0,0,0.0,0.0,1.0
123,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.024026980541075882,0.0,0.0,0.0,2,2.0,2,3,3,0,0,0.0,0.0,1.0
124,0.0,0.0002941392749466873,0.0,0.00045531120520876016,28.0,4.1858851116856936e-05,0.035714285,0.0,0.0,2,1.0,1,4,3,0,0,0.0,0.0,1.0
125,0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.0,0.0,0.8,2,2.0,2,2,1,0,0,0.0,0.0,1.0
126,0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.0375,0.0,0.0,2,1.0,2,1,1,0,0,0.0,0.0,1.0
127,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.4,2,2.0,2,3,4,0,0,0.0,0.0,1.0
128,0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.000711600468986568,0.5,0.0,0.0,2,2.0,5,5,1,0,0,0.0,0.0,1.0
129,0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,0.025785052287983872,0.0,0.0,0.2,2,2.0,2,3,3,0,0,0.0,0.0,1.0
130,0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.01099841313095416,0.0,0.0,0.0,2,2.0,6,1,1,0,0,0.0,0.0,1.0
131,0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,4.1858851116856936e-05,0.166666665,0.0,0.0,2,3.0,2,2,1,1,0,0.0,0.0,1.0
132,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,3,3,2,1,0,0.0,0.0,1.0
133,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.004960273857347547,0.0,0.0,0.8,2,1.0,1,1,3,1,0,0.0,0.0,1.0
134,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,1.0,1,1,3,0,0,0.0,0.0,1.0
135,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,2,3,3,0,0,0.0,0.0,1.0
136,0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,4.1858851116856936e-05,0.04347826,0.0,0.6,2,1.0,1,4,2,0,0,0.0,0.0,1.0
137,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.019589942322689045,0.0,0.0,0.4,2,1.0,1,3,3,0,0,0.0,0.0,1.0
138,0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,4.1858851116856936e-05,0.04347826,0.0,0.6,2,2.0,2,1,3,0,0,0.0,0.0,1.0
139,0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.005441650645191402,0.0,0.0,0.0,2,1.0,1,3,2,0,0,0.0,0.0,1.0
140,0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.002678966471478844,0.0,0.0,0.0,2,2.0,2,1,3,0,0,0.0,0.0,1.0
141,0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.005274215240723974,0.43333333499999993,0.0,0.0,2,2.0,2,1,3,0,0,0.0,0.0,1.0
142,0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,4.1858851116856936e-05,0.09090909,0.0,0.0,2,2.0,4,6,1,0,0,0.0,0.0,1.0
143,0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,4.1858851116856936e-05,0.0,0.0,0.8,2,3.0,2,7,4,1,0,0.0,0.0,1.0
144,0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,4.1858851116856936e-05,0.055555555000000006,0.0,0.0,2,2.0,4,1,3,0,0,0.0,0.0,1.0
145,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.002344095662543988,0.333333335,0.0,0.6,2,1.0,1,1,3,0,0,0.0,0.0,1.0
146,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.8,2,1.0,1,1,2,1,0,0.0,0.0,1.0
147,0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.027919853694943576,0.0,0.0,0.0,2,1.0,1,6,2,0,0,0.0,0.0,1.0
148,0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,0.0,2,3.0,2,3,3,0,0,0.0,0.0,1.0
149,0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.006875316295943752,0.166666665,0.0,0.6,2,1.0,1,6,2,0,0,0.0,0.0,1.0
150,0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,0.01194023728108344,0.0,0.0,0.0,2,3.0,2,6,2,1,0,0.0,0.0,1.0
151,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,2,4.0,2,1,3,0,0,0.0,0.0,1.0
152,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,4,1,1,0,0,0.0,0.0,1.0
153,0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.010925160141499659,0.041666665,0.0,0.8,2,3.0,2,1,3,1,0,0.0,0.0,1.0
154,0.0,0.0002941392749466873,16.0,0.00045531120520876016,5.0,4.1858851116856936e-05,0.015873014999999997,0.0,0.0,3,2.0,2,1,8,0,0,0.0,0.0,1.0
155,0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,0.03886385031944582,0.055555555000000006,0.0,0.0,3,1.0,1,3,1,0,0,0.0,0.0,1.0
156,0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,4.1858851116856936e-05,1.0,0.0,0.0,3,1.0,1,1,3,0,0,0.0,0.0,1.0
157,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0017999305980248483,0.0,0.0,0.0,3,2.0,2,3,1,0,0,0.0,0.0,1.0
158,0.0,0.0002941392749466873,0.0,0.00045531120520876016,22.0,4.1858851116856936e-05,0.045454545,0.0,0.0,3,1.0,1,7,2,1,0,0.0,0.0,1.0
159,0.0,0.0002941392749466873,0.0,0.00045531120520876016,98.0,4.1858851116856936e-05,0.01030928,0.0,0.0,3,1.0,1,1,3,0,0,0.0,0.0,1.0
160,0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,4.1858851116856936e-05,0.0,0.11208747208747208,0.0,3,2.0,2,9,2,0,1,1.0,0.0,0.0
161,0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.0018417894491417053,0.0,0.0,0.0,3,1.0,1,1,9,1,0,0.0,0.0,1.0
162,0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005630015475217258,0.0,0.0,0.0,3,1.0,2,1,8,0,0,0.0,0.0,1.0
163,0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.030640679017539276,0.0,0.0,0.0,3,2.0,4,1,3,0,0,0.0,0.0,1.0
