Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,"('New_Visitor',)","('Other',)","('Returning_Visitor',)"
0.0,0.0,0.0,0.0,10.0,0.0,0.04,0.08,0.0,0.0,2,1.0,1,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,380.5,0.014285714,0.028571429,0.0,0.0,2,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,52.0,0.0,0.015384615,0.020352564,0.0,0.0,2,2.0,2,7,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,388.0,0.025,0.05625,0.0,0.0,2,3.0,2,1,4,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,63.0,0.028571429,0.071428571,0.0,0.6,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,482.0,0.0,0.022222222000000003,0.0,0.0,2,2.0,5,1,6,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.066666667,0.0,0.6,2,1.0,1,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.006666666999999999,0.0,0.0,2,1.0,1,4,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.05,0.0,0.4,2,3.0,2,2,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,88.0,0.0,0.05,0.0,0.0,2,4.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,22.0,622.25,0.003030303,0.006060606,0.0,0.2,2,2.0,5,1,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,222.4,0.017142857,0.05714285700000001,0.0,0.0,2,1.0,1,1,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,80.0,0.066666667,0.133333333,0.0,0.2,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.003636364,0.0,0.0,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.6,2,2.0,2,3,2,0,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,1.0,1,3,4,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,0.0,0.011111111000000002,0.026111111,0.0,0.2,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.1,0.0,1.0,2,2.0,4,4,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,160.0,0.0,0.075,0.0,0.0,2,4.0,2,2,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,0.0,0.05,0.025,0.0,0.4,2,3.0,3,1,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,104.0,0.0,0.05,0.0,0.4,2,2.0,6,6,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,169.0,0.0,0.016666667,0.0,0.4,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,400.8,0.05,0.120833333,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,706.5,0.0,0.007142857,0.0,0.0,2,2.0,2,5,4,1,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,2.0,2,4,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,2,2.0,2,5,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,18.0,902.0,0.0,0.007407406999999999,0.0,0.0,2,2.0,7,2,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,2.0,6,1,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,0.0,0.025,0.0525,0.0,0.0,2,2.0,6,6,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.1,0.0,0.4,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0125,0.0,0.0,2,2.0,4,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,135.0,0.0,0.066666667,0.0,0.0,2,2.0,4,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.025,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.05,0.0,0.6,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,2,1.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,208.0,0.0,0.028571429,0.0,0.0,2,4.0,1,1,5,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,270.0,0.0,0.016666667,0.0,0.8,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,375.0,0.016666667,0.058333333,0.0,0.0,2,3.0,2,4,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,2,2.0,2,2,1,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,150.0,0.05714285700000001,0.085714286,0.0,0.0,2,2.0,2,2,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,138.0,0.0,0.066666667,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,337.5,0.028571429,0.023809524,0.0,0.4,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.007894736999999999,0.0,0.0,2,1.0,1,4,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,1.0,1,1,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.1,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,13.0,649.25,0.0,0.015384615,0.0,0.0,2,2.0,2,1,5,0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,27.0,0.0,0.003703704,0.025925926,0.0,0.6,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.1,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,1566.5,0.05,0.066666667,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,2,1.0,1,1,4,0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,7.0,50.0,0.038095238,0.08095238099999999,0.0,0.6,2,2.0,4,1,7,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,16.0,644.2,0.004166667,0.031666667,0.0,0.0,2,3.0,2,3,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,2,1.0,1,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,2,1.0,1,7,2,0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,9.0,215.0,0.044444444000000013,0.074074074,0.0,0.8,2,4.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,162.0,0.05,0.066666667,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,114.0,0.05,0.066666667,0.0,0.8,2,3.0,3,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,253.0,0.0,0.016666667,0.0,0.6,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.4,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,2,1.0,1,2,3,0,0.0,0.0,1.0
0.0,0.0,1.0,93.0,30.0,0.0,0.012903226,0.035483871,0.0,0.2,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.005555556,0.0,0.0,2,1.0,1,1,4,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.012962963,0.0,0.8,2,3.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,577.0,0.018181818,0.027272727000000004,0.0,0.2,2,2.0,2,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,95.0,0.0,0.075,0.0,0.0,2,4.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,301.5,0.0,0.111111111,0.0,0.0,2,2.0,4,9,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,243.0,0.0,0.033333333,0.0,0.0,2,2.0,4,4,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.05,0.0,0.6,2,2.0,2,1,2,0,0.0,0.0,1.0
0.0,0.0,2.0,75.0,14.0,0.0,0.0,0.034375,0.0,0.8,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.066666667,0.0,0.0,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,292.9,0.028,0.11952381,0.0,0.0,2,2.0,4,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.040740741,0.0,0.4,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.05,0.0,0.4,2,1.0,1,8,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,222.0,0.0,0.1,0.0,0.0,2,2.0,6,1,2,1,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.011111111000000002,0.0,0.8,2,2.0,2,4,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.033333333,0.0,0.0,2,3.0,2,4,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,0.0,0.005555556,0.046296296,0.0,0.0,2,2.0,4,5,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,2,2.0,4,1,5,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,42.0,0.05,0.15,0.0,0.4,2,99.0,2,1,4,0,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,2.0,2,7,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,2,1.0,1,6,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,2.0,2,2,3,0,0.0,0.0,1.0
0.0,0.0,1.0,19.0,10.0,852.0,0.0,0.009090909,0.0,0.0,2,2.0,2,3,6,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,780.0,0.066666667,0.066666667,0.0,0.4,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,2,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,573.0,0.0,0.05,0.0,0.0,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,28.0,0.0,0.007142857,0.030357143,0.0,0.0,2,1.0,1,4,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.027272727000000004,0.0,0.8,2,2.0,2,2,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0075,0.028166667000000006,0.0,0.0,2,1.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,2,2.0,2,3,4,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,16.0,0.1,0.15,0.0,0.0,2,2.0,5,5,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,615.0,0.0,0.026315789,0.0,0.2,2,2.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,261.75,0.0,0.026666667,0.0,0.0,2,2.0,6,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,21.0,0.0,0.033333333,0.04993081,0.0,0.0,2,3.0,2,2,1,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,3.0,3,3,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,117.5,0.0,0.033333333,0.0,0.8,2,1.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,23.0,0.0,0.008695652,0.01884058,0.0,0.6,2,1.0,1,4,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,467.0,0.0,0.016666667,0.0,0.4,2,1.0,1,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,23.0,0.0,0.008695652,0.011594203,0.0,0.6,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,129.0,0.0,0.033333333,0.0,0.0,2,1.0,1,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,63.0,0.0,0.04,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,125.0,0.08666666699999999,0.166666667,0.0,0.0,2,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,0.0,0.018181818,0.063636364,0.0,0.0,2,2.0,4,6,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0145,0.0,0.8,2,3.0,2,7,4,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,0.0,0.011111111000000002,0.033333333,0.0,0.0,2,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,55.0,0.066666667,0.1,0.0,0.6,2,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,2,1.0,1,1,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,666.0,0.0,0.014285714,0.0,0.0,2,1.0,1,6,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2,3.0,2,3,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,163.25,0.033333333,0.033333333,0.0,0.6,2,1.0,1,6,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,284.25,0.0,0.011764706000000002,0.0,0.0,2,3.0,2,6,2,1,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.6,2,4.0,2,1,3,0,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,260.0,0.008333333,0.025,0.0,0.8,2,3.0,2,1,3,1,0.0,0.0,1.0
0.0,0.0,16.0,0.0,5.0,0.0,0.003174603,0.012764202,0.0,0.0,3,2.0,2,1,8,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,927.45,0.011111111000000002,0.027248677,0.0,0.0,3,1.0,1,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,3,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.066666667,0.0,0.0,3,2.0,2,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,22.0,0.0,0.009090909,0.057662338,0.0,0.0,3,1.0,1,7,2,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,98.0,0.0,0.002061856,0.010173465,0.0,0.0,3,1.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.001666667,109.176,0.0,3,2.0,2,9,2,0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.04,0.0,0.0,3,1.0,1,1,9,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,133.5,0.0,0.088888889,0.0,0.0,3,1.0,2,1,8,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,731.0,0.0,0.04375,0.0,0.0,3,2.0,4,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,0.0,0.037619048,0.04952381,0.0,0.0,3,2.0,6,3,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.05,0.0,0.0,3,3.0,2,8,11,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,35.0,0.0,0.005714286,0.028571429,0.0,0.0,3,2.0,4,2,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,198.0,0.016666667,0.075,0.0,0.0,3,2.0,2,3,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.0,3,2.0,4,3,12,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,23.0,0.08,0.12,0.0,0.0,3,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,14.0,0.1,0.15,0.0,0.0,3,3.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,3,2.0,2,3,11,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,102.5,0.0,0.022222222000000003,0.0,0.0,3,2.0,2,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,16.0,2337.0,0.0,0.013333333,0.0,0.0,3,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,132.0,0.011111111000000002,0.033333333,0.0,0.0,3,4.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,478.0,0.0,0.011111111000000002,0.0,0.0,3,3.0,2,2,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,16.0,980.25,0.0,0.04,0.0,0.0,3,2.0,2,4,3,0,0.0,0.0,1.0
0.0,0.0,1.0,1220.0,28.0,0.0,0.016666667,0.030833333,0.0,0.0,3,2.0,2,1,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,753.0,0.0,0.00952381,0.0,0.0,3,2.0,10,1,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.019354839,0.0,0.0,3,4.0,1,1,3,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,811.0,0.015384615,0.041025641,0.0,0.0,3,2.0,2,8,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,18.0,5188.5,0.0,0.05,0.0,0.0,3,2.0,5,1,1,0,0.0,0.0,1.0
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,3,1.0,1,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,57.0,0.08,0.12,0.0,0.0,3,2.0,5,2,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.1,0.0,0.0,3,2.0,2,5,1,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,45.0,844.25,0.0,0.01037037,0.0,0.0,3,1.0,1,3,1,0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,7.0,188.0,0.0,0.033333333,0.0,0.0,3,2.0,2,1,8,0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3.0,3,5,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.066666667,0.0,0.0,3,2.0,2,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,30.0,397.0,0.0,0.02,0.0,0.0,3,2.0,2,7,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.003329865,0.0,0.0,3,2.0,5,3,1,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.011666667,0.0,0.0,3,1.0,8,7,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,74.0,0.0,0.04,0.0,0.0,3,2.0,2,1,10,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,1559.6,0.0,0.033846154,0.0,0.0,3,2.0,4,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,236.5,0.0,0.016666667,0.0,0.0,3,1.0,1,1,3,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,2.0,5,1,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,75.5,0.02,0.013333333,0.0,0.0,3,1.0,1,2,9,1,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,153.0,0.0,0.05,0.0,0.0,3,2.0,5,6,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,18.0,3658.5,0.016666667,0.05,0.0,0.0,3,4.0,2,9,1,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,1162.5,0.0,0.025,0.0,0.0,3,2.0,2,2,2,0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,32.0,556.6,0.014583333,0.039583333,0.0,0.0,3,2.0,2,3,1,0,0.0,0.0,1.0
