Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,New_Visitor,Other,Returning_Visitor,PageValues
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.008811288160098385,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,10.0,0.0201193350409857,0.2,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.01596915170108092,0.07142857,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,52.0,0.0201193350409857,0.07692307500000001,0.0,2.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.016283093084457346,0.125,0.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.002678966471478844,0.142857145,0.6,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.0202178250894419,0.0,0.0,2.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0009627535756877095,0.0,0.6,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,15.0,0.0201193350409857,0.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001465059789089993,0.0,0.4,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.003725437749400267,0.0,0.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,22.0,0.026088528958581086,0.015151514999999999,0.2,2.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.009351267339505838,0.085714285,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0033905669404654115,0.333333335,0.2,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.0201193350409857,0.0,0.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.0201193350409857,0.055555555000000006,0.2,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0012557655335057082,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.006739275029813967,0.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.0201193350409857,0.25,0.4,2.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.2,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.6,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.004395179367269978,0.0,0.4,2.0,2.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.00711600468986568,0.0,0.4,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.016818886378753117,0.25,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,14.0,0.029615137165176282,0.0,0.0,2.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.6,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,18.0,0.03779854255852181,0.0,0.0,2.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.2,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,0.0201193350409857,0.125,0.0,2.0,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0018417894491417053,0.0,0.4,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.0201193350409857,0.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005692803751892544,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,0.0201193350409857,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.003223131535997984,0.0,0.6,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.4,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.008748499883423098,0.0,0.0,2.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.01134374865266823,0.0,0.8,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.001695283470232706,0.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.015738928019938207,0.083333335,0.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.8,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.006320686518645397,0.28571428500000007,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.005818380305243114,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.014169221103056072,0.142857145,0.4,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,0.0201193350409857,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0022185191091934173,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,13.0,0.02721871793873622,0.0,0.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,27.0,0.0201193350409857,0.018518520000000004,0.6,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.001423200937973136,0.0,0.2,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.06561374912567325,0.25,0.2,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.0044370382183868354,0.0,0.6,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,1.0,0.00045531120520876016,7.0,0.0021348014069597038,0.19047619,0.6,2.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,16.0,0.027007330740596098,0.020833334999999998,0.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.017413282064612484,0.0,0.4,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0011720478312719942,0.75,0.0,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,1.0,0.00045531120520876016,9.0,0.009041511841241098,0.22222222000000003,0.8,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.006822992732047681,0.25,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.004813767878438548,0.25,0.8,2.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.010632148183681661,0.0,0.6,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,4.1858851116856936e-05,1.0,0.4,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.8,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,1.0,0.04279925328962345,30.0,0.0201193350409857,0.06451613,0.2,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.0201193350409857,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,0.0201193350409857,0.0,0.8,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.024194415945543307,0.09090909,0.2,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,8.0,0.004018449707218266,0.0,0.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.012662302462849223,0.0,0.0,2.0,2.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.010213559672513091,0.0,0.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.005713733177450972,0.0,0.6,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,2.0,0.03460365159586577,14.0,0.0201193350409857,0.0,0.8,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0017580717469079913,0.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.012302316343244251,0.13999999999999999,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.0201193350409857,0.0,0.4,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,10.0,0.0201193350409857,0.0,0.4,2.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0005860239156359971,0.6666666649999999,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.009334523799059096,0.0,0.0,2.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.0201193350409857,0.0,0.8,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.0201193350409857,0.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.0201193350409857,0.02777778,0.0,2.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.0010883301290382805,0.0,0.0,2.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,2.0,0.0017999305980248483,0.25,0.4,2.0,99.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.011448395780460372,0.0,0.2,2.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,1.0,0.009106224104175203,10.0,0.035705600002678965,0.0,0.0,2.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.03269176272226527,0.333333335,0.4,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.043491346310414354,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.024026980541075882,0.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,28.0,0.0201193350409857,0.035714285,0.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.0201193350409857,0.0,0.8,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,0.0201193350409857,0.0375,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.4,2.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,4.0,0.000711600468986568,0.5,0.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,19.0,0.025785052287983872,0.0,0.2,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,9.0,0.01099841313095416,0.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,21.0,0.0201193350409857,0.166666665,0.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.004960273857347547,0.0,0.8,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,0.0201193350409857,0.04347826,0.6,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,6.0,0.019589942322689045,0.0,0.4,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,23.0,0.0201193350409857,0.04347826,0.6,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,12.0,0.005441650645191402,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.002678966471478844,0.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,5.0,0.005274215240723974,0.43333333499999993,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,11.0,0.0201193350409857,0.09090909,0.0,2.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,20.0,0.0201193350409857,0.0,0.8,2.0,3.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,17.0,0.0201193350409857,0.055555555000000006,0.0,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,3.0,0.002344095662543988,0.333333335,0.6,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,1.0,4.1858851116856936e-05,1.0,0.8,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0002941392749466873,0.0,0.00045531120520876016,7.0,0.027919853694943576,0.0,0.0,2.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
