pca_1,pca_2,pca_3,pca_4,Revenue
-240.55116801042433,-56.97604281963354,-15.81825567983655,-26.568189335433267,0
-90.56915549464901,-58.37101361869125,-14.55022181774649,-20.41584480087045,0
-102.5647634536036,-58.47380643075993,-14.900205253543213,-24.414395924825456,0
96.9147291923548,-60.57319067396849,-13.496563779129684,-20.20241512580768,0
-240.56580551177336,-55.88067063420998,-14.550445726911613,-8.661256298678818,0
-240.55129159699138,-56.97557298298276,-15.817462878554203,-26.5645508669414,0
-188.5564919452699,-57.525421909629,-15.454955490991923,-25.51144368935249,0
408.633033282752,-63.86621618543837,-11.318704921633541,-13.867845758732411,0
-240.57245408064452,-55.396061685944545,-13.987383975948966,-0.7041576532066071,0
-207.55484545008235,-57.30247467406295,-15.561947598294553,-25.534009250471208,0
1325.8090152196412,-75.05487199082053,-6.6448600776696445,-19.733778943001205,0
-135.5626159177555,-58.02619781482332,-15.016257544205486,-23.462201274637952,0
-190.5597743880012,-57.19797634000939,-15.11280629089748,-20.547262676339137,0
403.58101194027415,-63.62479017633514,-11.135875004948714,-10.887482045462328,0
174.40883388887102,-61.54153245279906,-13.129325413768152,-21.101010115382127,0
-213.5539386134116,-57.23159404836588,-15.598200191185276,-25.549099867078755,0
-25.57651836947075,-59.01184014042406,-14.039746632545704,-18.346609845588386,0
-78.57423347866003,-58.20799583646631,-14.130719607680042,-15.431402943765063,0
-126.56172931019744,-58.25416589014877,-15.10663663563998,-25.439204307953997,0
12.424685939642307,-59.76309756250151,-14.183616680284752,-23.287438164143293,0
-240.5535644210013,-56.79414320390814,-15.607210259669582,-23.5840327047158,0
-240.55108343235972,-56.97611173920753,-15.818795439941814,-26.570145624782533,0
-240.76747253754777,-29.625685054302135,75.29175465067502,-5.583916819802123,0
-240.56010511931495,-56.307285808571315,-15.043556014289281,-15.627164809267937,0
-240.56755559045249,-55.76058941349115,-14.409211862942424,-6.670142505432927,0
336.3906507915501,-63.13857683951628,-11.864378983559313,-15.931062126432675,0
-145.5650840412019,-57.666575335066405,-14.791596787323138,-19.495334270333853,0
60.919539800366444,-60.21057679774404,-13.773094154974025,-21.25225321929579,0
2.4239780117016374,-59.52325806673523,-14.098458114640925,-21.304986594024303,0
-105.06540854054552,-58.38382080470144,-14.843501185509977,-23.419546696233922,0
-240.71697291374676,-35.54854371348254,56.92987912674704,-19.974826748350438,0
-199.55619417584606,-57.33549291954847,-15.447470039781393,-24.533376733323088,0
52.315465447957344,-59.804709473810895,-13.464532269934542,-16.269135935996133,0
-240.5510023152512,-56.976029853739846,-15.81931224891999,-26.57201956674765,0
-240.5576675307429,-56.489982503167944,-15.254791654916131,-18.6092168066923,0
-240.5579750196203,-56.428562027643466,-15.187611183769647,-17.627019302505595,0
-227.55388302506867,-57.00671383000029,-15.603458305970774,-24.55718192706521,0
-18.570871501806838,-59.520608915118224,-14.498053552399874,-25.30824448217434,0
-241.56169358327594,-58.19982235029735,-16.504145123268174,-26.45037971613652,0
-240.55495443068912,-56.672483605721276,-15.467828982743002,-21.599811541597237,0
-240.55509970571734,-56.67249699949726,-15.467318878935746,-21.59648223891663,0
-240.55724234178766,-56.4895716755257,-15.256579046591828,-18.614096645240767,0
-215.55448836682461,-57.14921255164341,-15.53869648015648,-24.55711019690019,0
-198.55886988221323,-57.45855631410503,-15.532210098811316,-25.553075505915274,0
-241.5613269482232,-58.199286401282095,-16.506053754866475,-26.457777315859236,0
31.919072290901642,-59.68718501994446,-13.722582474678466,-18.294623465836292,0
-240.5510189669487,-56.97658377517737,-15.819180168802747,-26.570764651659783,0
611.3288192040633,-61.199567969668344,7.810096908526118,-18.219007804517222,0
539.3798864035382,-66.00837618183468,-11.285881525531195,-23.653754280384707,0
797.3571153362135,-69.03505787726498,-9.83128225202753,-23.339524104697148,0
332.39696123484896,-63.5182614479535,-12.381684762453672,-22.90753878528066,0
-240.57308801264347,-55.33364079075657,-13.916807824666531,0.2896905201490814,0
-240.55944230139096,-56.367511051888926,-15.112953275912142,-16.614142070910944,0
-240.56688211246453,-55.81947825115741,-14.47786705236518,-7.657412444906877,0
-240.55082711954176,-56.97703764342923,-15.820417795403463,-26.576257808841536,0
-224.55453088335568,-56.98109963400038,-15.518386803187687,-23.56672095763716,0
374.3810058204541,-63.09872739924568,-11.087947792112207,-7.933496087271186,0
21.169844524156325,-59.56089949582694,-13.78022766824013,-18.29293807755391,0
-240.5677067180907,-55.75961895206284,-14.408233542279667,-6.664838033942612,0
-240.55099351004012,-56.976654894070435,-15.819311856486605,-26.569701499394423,0
-123.06546438404654,-58.05077907563225,-14.804115222764729,-21.453844919119398,0
-240.55116801042433,-56.97604281963354,-15.81825567983655,-26.568189335433267,0
-240.55097136406852,-56.977087309458405,-15.81991295991304,-26.572942630223004,0
-240.5690889891289,-55.63741528269175,-14.268524877442136,-4.681508901193534,0
226.404437134055,-62.15217700372961,-12.83721601345136,-21.042832516647778,0
-240.56916314752837,-55.63840435398061,-14.268039679432293,-4.679979102040198,0
-111.57131634638526,-57.82029889047352,-14.316894539964228,-15.470830827058197,0
-177.5598417584694,-57.47256636317404,-15.181961927459964,-22.51419070939566,0
-115.56521470908568,-58.200152039782765,-14.832843112275787,-22.440643719595133,0
-240.5589101664025,-56.36748773488125,-15.115439372409242,-16.62257029711035,0
-240.56614467653299,-55.82175432970097,-14.483478464060553,-7.680055893294713,0
-240.56403480047567,-56.003393664626316,-14.691309688342185,-10.650424545400611,0
-185.55757220661326,-57.49985844799685,-15.367589595773762,-24.512980922581228,0
-240.55128986651334,-56.97564838550361,-15.817474354117756,-26.564592040633464,0
425.3865151979373,-64.42614517523353,-11.647037523543867,-19.81381657248062,0
-240.55097136406852,-56.977087309458405,-15.81991295991304,-26.572942630223004,0
-77.31910705539833,-58.58723274588726,-14.54852104017868,-21.4056298112751,0
43.661392005919616,-59.3390146899007,-13.092363483223147,-10.318382641307506,0
-241.56189322529693,-58.200401885309574,-16.503301667425983,-26.446843227997235,0
-241.56183742171456,-58.198554841612236,-16.501860234773527,-26.439966387885654,0
19.420578783210196,-59.60242552164379,-13.861331685106155,-19.295711128877176,0
-240.55481936687232,-56.69878381791211,-15.465830276919649,-22.474520185031075,0
686.8026993051229,-66.70178765630382,-9.255474303694118,-6.548316614705642,0
-240.55212247249713,-56.91389548235478,-15.746998159219102,-25.561708183725095,0
-198.55656418882947,-57.34561102987757,-15.440052956610385,-24.51419955951905,0
-240.568169635475,-55.6968037762487,-14.339720141035157,-5.670564184952452,0
-240.6309506786848,-51.07436199470469,-8.980675613997564,69.95318453601078,0
-240.39737702149807,-55.9088918773166,-14.406973971288888,-12.934624327149612,1
-197.5576752062538,-57.23848740878276,-15.2975433361604,-22.54700126446835,0
-107.06386495327773,-58.42183168801106,-14.928479932223077,-24.42639369008728,0
490.3798922237924,-65.12785579428869,-11.208606591472417,-18.72561798411392,0
-240.56155264456874,-56.18377817195612,-14.90201547609608,-13.621246698394563,0
-190.55497564758372,-57.50502276916976,-15.475368930301581,-25.545056551633216,0
-240.57897414686354,-54.9067363589485,-13.421674947141756,7.271780127201888,0
-42.57736169570706,-58.62924963420653,-13.927976939800729,-15.378059943633206,0
-225.55283268569983,-57.03348847818214,-15.600213338167313,-24.586178458824403,0
-217.55672712935555,-57.001008515699006,-15.40502303225881,-22.54306471496673,0
-226.55516187528843,-56.95673411943758,-15.52639003662462,-23.548970237965452,0
-221.55268478360438,-57.140714423015005,-15.646996249303022,-25.571952337816533,0
-138.06668163748137,-57.691467885357824,-14.676831673251847,-18.475975754907363,0
2096.2337684373238,-83.48680949349702,-1.5995495595636662,-8.851619425178184,1
1642.7708100132998,-77.98332259273069,-3.9431739156307644,-6.412259921958139,0
-108.56942491372247,-58.0385887239375,-14.510845321074417,-18.44100859258231,0
237.4008192016071,-62.098437485090955,-12.56302982085543,-18.03230617143724,0
739.6017749135221,-67.56609824635345,-9.242418459582536,-10.475111618222957,0
-243.09797095305876,280.28918426074813,1154.4223748723402,-103.0158069184734,0
512.3793081773682,-65.44665498052733,-11.155652629339464,-19.693263781865234,0
-240.57603893095555,-55.151385414258755,-13.703613723388719,3.291024690203951,0
570.3681951788618,-65.7007258662953,-10.337138421291451,-12.666472151581758,0
4947.48539083444,-116.82778312668796,14.597671761085138,-3.4778596562909856,0
-241.56223980363222,-58.196613475142705,-16.500305568144192,-26.42697616632583,0
-183.55928554563081,-57.400106240260186,-15.214671983736682,-22.505809785632056,0
-232.55264745065253,-57.00738932888808,-15.702957913642067,-25.55326633522208,0
603.5893786040108,-64.20472300777197,-7.961912673027081,18.226567367763085,0
-52.57194117071816,-58.81613643969936,-14.335638567928816,-20.37667765372583,0
-240.55094566771905,-56.97537002943595,-15.819682556082101,-26.56207739885824,0
-240.55801816278864,-56.48778208375284,-15.252604189795969,-18.59055350474003,0
156.3909490582426,-59.86958724254425,-11.540832997283728,2.7595602283194243,0
-240.60190561748237,-53.20310452346421,-11.44809279467569,35.13159721110328,1
-240.56580137496957,-55.81876603948547,-14.482115024596133,-7.663302954557913,0
-166.5601711048298,-57.603291456139196,-15.124170952879636,-22.514499233605,0
1318.9021422726955,-74.42488046435422,-6.047964997557226,-10.770232456755505,0
-4.075908845183943,-59.44585531892144,-14.13323783539899,-21.300996349739414,0
-240.55114706674945,-56.974538136582815,-15.817044702781239,-26.55139129397155,0
-165.06040794289763,-57.619869489033896,-15.115063446497873,-22.51033130094977,0
-87.56480651389401,-58.70912237056833,-14.887652613002372,-25.38430763031974,0
3417.6182300337614,-98.8740023330969,5.978162119292486,-5.308810282815322,0
921.8447447194827,-70.37351253671835,-8.989712927830881,-21.195770934362116,0
315.97504003884,-61.62045107496565,-10.49834237418379,4.950125354173677,0
-199.55644218405996,-57.334684908256165,-15.445944707426833,-24.51858064892455,0
-239.73561469110106,-55.91344072118455,-13.698949780126375,-27.924517901003465,1
-171.3110891787849,-57.48374397015756,-15.077095525935722,-21.506036701263188,0
161.4080588359679,-61.2660949969626,-13.059947280573532,-19.110184137480875,0
-240.55145138853575,-56.97442587279442,-15.816469609213536,-26.550199280981644,0
-240.5793680245216,-54.906245367327166,-13.420059666977926,7.278047322164996,0
-181.55811669477185,-57.487547055003894,-15.278722602058583,-23.52659453761883,0
-240.58342631782364,-54.60260855536675,-13.068380486824113,12.250594256193168,0
-240.5515330364105,-56.97383124759125,-15.815984207783941,-26.549458066598962,0
-240.56112137772521,-56.24582102518097,-14.97228498182541,-14.618132819120605,1
-240.57742128562046,-55.0280134587056,-13.561599449715882,5.286966694148429,0
-240.55093765131866,-56.97383305367579,-15.819771396581073,-26.562944890012616,0
-13.072584053071719,-59.523319542338875,-14.395849829499912,-24.29726067212243,0
-240.56266114396283,-56.12360163080397,-14.83155491610367,-12.629816046663993,0
-240.55214209530394,-56.91409467230308,-15.747248230741135,-25.559346569157775,0
-240.57895394385093,-54.90621429127315,-13.422701529174303,7.268465695652216,0
-158.06087860515063,-57.761419804607804,-15.142069288233378,-23.474718113562982,0
-227.55249765268846,-57.12525887998049,-15.739920697784797,-26.53124620902773,0
-231.5528492067082,-57.01999561772026,-15.696620971481668,-25.551533662597986,0
-233.55287675414115,-56.99572739021979,-15.70656498502831,-25.546874005759083,0
-146.0673739289712,-57.41897618817917,-14.517851171032573,-15.535110866847871,0
3071.6398784714524,-94.14866392637018,4.801331298241679,5.198014182658406,0
-165.55908369581547,-57.733791259275115,-15.255066078560418,-24.479420298108938,0
1306.7433836821237,-66.94882006188266,17.71806089661306,-0.8698825647978953,0
-144.56410743486398,-58.089581728033004,-15.225050307553323,-25.466320747616688,0
0.17107459686664814,-59.25253663062555,-13.83138435947825,-17.32867352269375,0
-240.5630265560713,-56.12221598874317,-14.829223416558534,-12.620128524492573,0
-240.55132093806895,-56.9749229241286,-15.817730684865543,-26.55429237520205,0
-242.53444515506578,203.09534420149916,879.0592746897553,-31.603459506377575,0
-240.5907559103543,-54.05507113918883,-12.43400847220118,21.203737208498964,0
-188.5583089455093,-57.40256628617765,-15.312906531953114,-23.50709766559474,0
-176.5617038214169,-57.36132417767246,-15.034590396932106,-20.51156915392633,0
-240.55120284577595,-56.974406423953866,-15.818054462838683,-26.555944627953206,0
85.91466560217066,-60.38041271373048,-13.485574768294393,-19.204396791411504,0
-240.57064278286762,-55.51393571715232,-14.128186210264566,-2.684159308234774,0
-240.55087145542967,-56.97438049216647,-15.820167601005553,-26.56360509058195,0
166.40472303241702,-61.08228930326868,-12.752326078374217,-15.13540907233081,0
-46.574845028776906,-58.70362749390081,-14.093449835785417,-17.37798555103963,0
-240.59351889414862,-52.733216776108485,-5.150813658278296,1.5406926572380257,1
-240.552845160246,-56.85274992030286,-15.677089554589871,-24.56605301586465,0
-240.56973848943312,-55.57592167388893,-14.197365241943599,-3.673417098633348,0
-240.5514866332421,-56.974935890022294,-15.816674115782112,-26.550462143887675,0
571.3584962416771,-65.04339270256376,-9.552501495452587,-1.7074626321289446,0
-74.57487872379575,-58.253271252046886,-14.106320072284653,-15.408580438202993,0
-240.55881241189786,-56.426778212693904,-15.182338741383566,-17.598407458892215,0
-14.580432817521073,-58.897369836365726,-13.700968131782595,-14.355256820905396,0
-1.5747762892497787,-59.535720175876925,-14.19294772030049,-22.30192837360893,0
-196.55920167552304,-57.18660159904641,-15.217345263216158,-21.527011113918547,0
540.3753543151416,-65.71418125425913,-10.927055427170231,-18.66437032969528,0
-240.56963862647743,-55.51879701518889,-14.135119356564552,-2.717099414655151,0
-228.5528284648813,-57.054674605659365,-15.681534064585213,-25.555053580413542,0
-232.55336614113926,-56.94755954827354,-15.632243816697137,-24.558673876283176,0
-241.56187449099392,-58.19799973056308,-16.502637265664845,-26.436666391909394,0
13.425937730527309,-59.8947770791585,-14.317494245869252,-25.25966373559268,0
-173.5620719668544,-57.39610761788642,-15.016994056809821,-20.504454495837678,0
-183.55832788193635,-57.461209157284515,-15.287392891921765,-23.510737647118642,0
-240.55997616927033,-56.30792027506083,-15.0448792502051,-15.62376477507438,0
-240.55693308451833,-56.5499582834498,-15.325226345801637,-19.594788058135144,0
138.91129033820158,-61.06336127289223,-13.260503585309309,-20.14361912067879,0
-137.56187965938207,-58.06171029969177,-15.096425490294688,-24.444315817114138,0
-240.55124850734492,-56.97450071532002,-15.816853004925342,-26.550993956308247,0
-4.579284852344079,-59.196424751415215,-13.853201929309732,-17.315435898516952,0
-240.58281088144247,-54.60205117152725,-13.0718733231745,12.23746021981645,0
-216.55383565000218,-57.19579569706905,-15.612308167413367,-25.531839782099947,0
-240.5630658474161,-56.06201638070533,-14.762778837529407,-11.638200661005618,0
376.8732008644743,-62.52140301894614,-10.373192973316016,2.00557380007694,0
4.335223976508097,-48.26545752141853,23.90611014312135,-15.625128454911936,1
-220.55475652121768,-57.08739906841099,-15.563317751119264,-24.538320055801425,0
-240.5515330364105,-56.97383124759125,-15.815984207783941,-26.549458066598962,0
-218.55337011724083,-57.171614016878735,-15.626825170850887,-25.547682732503002,0
-240.5514037856556,-56.97492940707546,-15.817202400323831,-26.55237725954486,0
1131.2994136823536,-70.82468104378005,-5.483566480172389,11.888057957639285,0
47.92036539100129,-60.11703106410811,-13.910600149150635,-22.231313483577356,0
-240.55207172859377,-56.91439573413295,-15.747305166638455,-25.56228737048108,0
-48.57091205150749,-58.924521321858066,-14.387422224624563,-21.363495209505224,0
-240.5726903912535,-55.39329216113846,-13.984622292692578,-0.6850681808281893,0
-240.55012149996264,-56.97863292333659,-15.825090505610921,-26.59151917473849,0
1305.7816737132594,-72.69000301536691,-4.288918829571053,15.083427482886476,0
-59.571631806515676,-58.67819590646023,-14.312433751434531,-19.41352691410376,0
-240.56748471246925,-55.757947039527735,-14.407917520987892,-6.654302705153073,0
-240.56033228115098,-56.30583560443154,-15.042080436142173,-15.608279285113555,0
-240.57574192240716,-55.14991245764811,-13.70418811289476,3.289050984418018,0
-240.56094596183766,-56.24487095846488,-14.97296239784844,-14.62006711656607,0
-148.56245238879168,-57.75313554376607,-14.952991200908365,-21.501363065303416,0
-85.56805400368083,-58.550452584742295,-14.662430977880382,-22.389894916538967,0
573.8698353201972,-65.92395606612025,-10.525862808823344,-15.638696421585092,0
-240.5674577294915,-55.757809583973575,-14.409455808702832,-6.660774501590935,0
578.8743620992025,-66.34834793161039,-10.920532982628734,-21.60095994184451,0
186.40935508984816,-61.74583127246854,-13.1370834956658,-22.096298065597924,0
-240.55120284577595,-56.974406423953866,-15.818054462838683,-26.555944627953206,0
526.8132868087788,-64.47206694282866,-8.744876815488343,-22.67725425442955,1
-240.55081567640315,-56.9745122047954,-15.819157840948105,-26.5590517566003,0
2184.228003198258,-84.64199592974771,-1.2463924413645475,-10.744157643265254,0
-240.56298028016218,-56.12332191222693,-14.82991374799828,-12.621138447082478,0
204.1326592427611,-25.46147673625934,113.58621872161208,-30.28178526583361,0
-159.56065566162414,-57.74286997816246,-15.150663737144924,-23.476501435689368,0
1744.2609125537654,-79.11221298393714,-3.2993412812246605,-5.289060212875894,0
-240.55196822398455,-56.913709884757296,-15.746562248656828,-25.55644548792728,0
-240.69354710638115,-39.46282022540422,40.894643232258204,-1.5188220709200135,0
799.3522491946087,-68.69231020853535,-9.397793315838022,-17.360604596048738,0
-17.571681782593785,-59.46992917779752,-14.424494510535663,-24.315394149220516,0
446.8518686410666,-60.57950115951968,2.174457741824037,-16.962472469760993,0
-240.57495780828137,-55.210498165466014,-13.773046796084627,2.3021294963375603,0
-240.55106942419994,-56.97525820677726,-15.818933386851414,-26.56114442165308,0
-27.781281472710322,-58.61947167896238,-13.632090139320852,-12.371426638633592,0
-240.55132093806895,-56.9749229241286,-15.817730684865543,-26.55429237520205,0
-144.06900905755717,-57.377034404382144,-14.429633981009044,-14.503557182147572,0
26.42005357190413,-59.6827018617216,-13.822069719147013,-19.27947873727553,0
-240.556050802679,-56.55110465813824,-15.330477096587241,-19.61832261507843,0
2287.2277219956695,-86.45804881386405,-1.3739538184355196,-20.579484723526196,0
48.918462097908865,-60.00613964402733,-13.762904457376989,-20.236017616219307,0
-230.55133542639038,-57.09559187767783,-15.766955114373438,-26.570730171581427,0
436.1277494902996,-64.00554826067044,-10.95025504898555,-10.830184370637364,0
-204.5566176149795,-57.214357429811535,-15.404942878004622,-23.53214164853256,0
390.1315382891316,-63.46433277616001,-11.207580602547804,-10.877331563140581,0
-163.5644192588291,-57.6850374049931,-15.122484021153543,-22.51224705619626,0
81.91346915331509,-60.21149237426896,-13.367705706917171,-17.21851613417092,0
678.3614272474662,-67.15162908644068,-9.939440202233568,-15.520307126705218,0
848.3316546657476,-68.05033088846555,-7.7113437128033775,2.5998230818195904,0
73.91654293093403,-60.30010263431568,-13.62367271572508,-20.21093307034212,0
-240.55145138853575,-56.97442587279442,-15.816469609213536,-26.550199280981644,0
957.6393121991642,-11.365122566164548,195.8442507481019,-23.234433027364588,0
-240.55098657661327,-56.9752517238304,-15.819461671393132,-26.563059537310266,0
-240.56435411338612,-56.001444106232604,-14.690282747752889,-10.639341769320797,0
-105.06407995703948,-58.38750507247861,-14.852217684853114,-23.454505004845807,0
-172.05726633645634,-57.721742985716126,-15.366793249995865,-25.50612673224678,0
453.66812004549246,-63.60265275799804,-10.146840963728645,-0.8614655893730021,0
256.1509676853964,-62.43930226569469,-12.599208370447034,-20.000565862753238,0
-240.55766169254676,-56.488186664368314,-15.254893095023743,-18.599862427772948,0
-241.56171176693007,-58.197632033180156,-16.504075986387548,-26.4393899237443,0
-124.06536398890847,-58.03819262954466,-14.809884886419749,-21.44604052951859,0
-96.56900980070508,-58.239727610868364,-14.516912993459128,-19.433340586468553,0
1167.4066364632556,314.6327865939801,1343.3763966450203,-144.37789177027977,0
-114.56593160390977,-58.091966122796414,-14.691497556636836,-20.46599532244098,0
-55.5706753749549,-58.84451096981549,-14.428251169059553,-21.387140428391362,0
-22.574275398007185,-59.22849633600855,-14.237547385791464,-21.32042913536298,0
-241.5620431572764,-58.19765796496755,-16.50196284822067,-26.43172946111557,0
-240.57435926207853,-55.21049651534937,-13.776408144126547,2.2902422502938538,0
-240.5656727435383,-55.8790869409976,-14.551632552888533,-8.657528675007487,0
-221.55454985274136,-57.07574533671521,-15.56880387483734,-24.538386734823245,0
-192.55742162324282,-57.41701695197358,-15.405427627520277,-24.50337500023901,0
-69.57155655499906,-58.49560310292355,-14.294227019076185,-18.403599558800817,0
58.91449156150654,-59.880216860128805,-13.425812056053113,-16.248298812871067,0
-240.55145138853575,-56.97442587279442,-15.816469609213536,-26.550199280981644,0
815.662561145533,-44.00461273693797,77.02947978046672,-22.965695458605158,0
-19.07552085000583,-59.21057921350832,-14.147923537704315,-20.324730398718422,0
-240.58661255960214,-54.36065569545842,-12.78753356033785,16.22492225064252,0
-241.5616740385964,-58.19710424151471,-16.503865693396648,-26.439047732950876,0
-194.59131591382112,-52.56180950177801,1.6799571310634602,-28.048469447339098,0
-240.61615416154356,-52.16895917629537,-10.249405181592447,52.046786863552995,0
-187.55884572766425,-57.35353706252117,-15.237809002237297,-22.514014960658933,0
-213.55413373908482,-57.174677291326944,-15.531907225345822,-24.570898480046175,0
14.416793126490418,-59.23693301245204,-13.53505928888769,-14.308753593095728,0
-19.070371352632293,-59.5171476516037,-14.506216054330883,-25.32825153591799,0
-15.57579243657173,-59.25079215381209,-14.128394270285872,-20.31922833021325,0
-115.56720492401199,-58.07631828370516,-14.689691724749363,-20.432044118719663,0
82.4117358703507,-60.0965204401758,-13.22365828091105,-15.229317189854633,0
-124.56447865889977,-58.09247227154852,-14.88191108093687,-22.43381514168715,0
-240.5519090045299,-56.91402803675002,-15.748743887361154,-25.56501090231598,0
247.904490292507,-62.465931371041876,-12.791430387094156,-22.021690671532955,0
994.9408357319552,-65.8865277971897,7.2014995290919215,-2.473838480981219,0
254.40084221474666,-62.41968050832231,-12.608194168237551,-20.000320492942397,0
-240.5513345792451,-56.917911487641256,-15.752524100152728,-25.587533429950163,0
-240.59158580909624,-53.93459136653112,-12.294070553903914,23.17271457555559,1
-240.57936797339232,-54.90624503096701,-13.420059557987388,7.2780488131417975,0
-240.55145138853575,-56.97442587279442,-15.816469609213536,-26.550199280981644,0
-241.56185783929638,-58.19744580912556,-16.502769345782077,-26.43792130699725,0
-240.5674846146357,-55.75794654606954,-14.407917363915274,-6.6543005742385075,0
